,Date,open,high,low,close,Adj Close,Volume,bb_bbm,bb_bbh,bb_bbl,atr,macd,cci,ema,roc,sma12,sma5,stochastic_oscillator,mtm6,mtm12
0,2015-08-21,201.729996,203.940002,197.520004,197.830002,179.102432,346588500,,,,0.0,,,,,,,,,
1,2015-08-24,187.490005,197.479996,182.399994,189.5,171.561005,507244300,,,,0.0,,,,,,,,,
2,2015-08-25,195.429993,195.449997,186.919998,187.270004,169.54213000000001,369833100,,,,0.0,,,,,,,,,
3,2015-08-26,192.080002,194.78999299999998,188.369995,194.46000700000002,176.05148300000002,339257000,,,,0.0,,,,,,,,,
4,2015-08-27,197.020004,199.419998,195.21000700000002,199.270004,180.406158,274143900,,,,0.0,,,,,,193.6660034,,,
5,2015-08-28,198.5,199.83999599999999,197.919998,199.279999,180.415207,160414400,,,,0.0,,,,,,193.95600280000002,,,
6,2015-08-31,198.110001,199.130005,197.009995,197.669998,178.957611,163298800,,,,0.0,,,,,,195.5900024,,-0.08087954222434618,
7,2015-09-01,193.119995,194.770004,190.729996,191.770004,173.616119,256000400,,,,0.0,,,,,,196.4900024,,1.1978912928759895,
8,2015-09-02,194.619995,195.46000700000002,192.419998,195.41000400000001,176.911545,160269300,,,,0.0,,,,,,196.6800018,,4.3466651498549735,
9,2015-09-03,196.259995,198.050003,194.96000700000002,195.550003,177.0383,152087800,,,,0.0,,,,,,195.9360016,,0.5605245092889383,
10,2015-09-04,192.850006,193.860001,191.610001,192.58999599999999,174.358505,207081000,,,,0.0,,,,,,194.598001,,-3.352239607522673,
11,2015-09-08,195.940002,197.610001,195.169998,197.429993,178.740295,116025700,,,,0.0,,,,,194.83583450000003,194.55,,-0.9283450468102459,
12,2015-09-09,199.320007,199.470001,194.350006,194.78999299999998,176.35025,149347700,,,,0.0,,,,-1.5366774348008276,194.58250041666668,195.1539978,,-1.456976288328799,-1.5366774348008276
