docname,topic,proportion
apple_articles.csv:8419,021,0.074848
apple_articles.csv:8419,006,0.062365
apple_articles.csv:8419,013,0.060028
apple_articles.csv:8419,005,0.054699
apple_articles.csv:8419,061,0.05131
apple_articles.csv:8419,015,0.05073
apple_articles.csv:8419,000,0.04596
apple_articles.csv:8454,026,0.450388
apple_articles.csv:8454,069,0.178034
apple_articles.csv:8454,027,0.103707
apple_articles.csv:8454,009,0.071653
apple_articles.csv:8454,022,0.055643
apple_articles.csv:8454,012,0.054643
apple_articles.csv:8454,005,0.053204
apple_articles.csv:8454,037,0.032727
apple_articles.csv:8489,011,0.222442
apple_articles.csv:8489,046,0.198697
apple_articles.csv:8489,005,0.197207
apple_articles.csv:8489,024,0.101303
apple_articles.csv:8489,013,0.079489
apple_articles.csv:8489,000,0.048878
apple_articles.csv:8489,055,0.044903
apple_articles.csv:8489,072,0.037431
apple_articles.csv:8489,001,0.03644
apple_articles.csv:8489,071,0.033212
apple_articles.csv:8524,013,0.262344
apple_articles.csv:8524,033,0.185864
apple_articles.csv:8524,001,0.116491
apple_articles.csv:8524,061,0.11532
apple_articles.csv:8524,006,0.114651
apple_articles.csv:8524,008,0.103871
apple_articles.csv:8524,011,0.058055
apple_articles.csv:8524,055,0.041764
apple_articles.csv:8524,005,0.001641
apple_articles.csv:8559,017,0.690015
apple_articles.csv:8559,001,0.068723
apple_articles.csv:8559,002,0.054608
apple_articles.csv:8559,024,0.044939
apple_articles.csv:8559,031,0.044831
apple_articles.csv:8559,005,0.040765
apple_articles.csv:8559,023,0.035381
apple_articles.csv:8559,008,0.020739
apple_articles.csv:8594,027,0.890426
apple_articles.csv:8594,028,0.093739
apple_articles.csv:8594,032,0.015835
apple_articles.csv:8629,066,0.820679
apple_articles.csv:8629,000,0.092749
apple_articles.csv:8629,002,0.050825
apple_articles.csv:8629,037,0.035747
apple_articles.csv:8664,066,0.879359
apple_articles.csv:8664,039,0.120641
apple_articles.csv:8699,036,0.807244
apple_articles.csv:8699,063,0.101724
apple_articles.csv:8699,018,0.091031
apple_articles.csv:8734,008,0.357224
apple_articles.csv:8734,011,0.248091
apple_articles.csv:8734,060,0.178109
apple_articles.csv:8734,002,0.143006
apple_articles.csv:8734,038,0.073571
apple_articles.csv:8769,005,0.486342
apple_articles.csv:8769,003,0.144961
apple_articles.csv:8769,012,0.123419
apple_articles.csv:8769,046,0.113137
apple_articles.csv:8769,002,0.069124
apple_articles.csv:8769,062,0.043507
apple_articles.csv:8769,061,0.019511
apple_articles.csv:8804,060,0.204977
apple_articles.csv:8804,006,0.194215
apple_articles.csv:8804,002,0.178776
apple_articles.csv:8804,004,0.136762
apple_articles.csv:8804,028,0.130748
apple_articles.csv:8804,008,0.104261
apple_articles.csv:8804,015,0.050262
apple_articles.csv:8839,055,0.924525
apple_articles.csv:8839,041,0.075475
apple_articles.csv:8874,030,0.554091
apple_articles.csv:8874,009,0.166844
apple_articles.csv:8874,005,0.096823
apple_articles.csv:8874,000,0.071808
apple_articles.csv:8874,007,0.05783
apple_articles.csv:8874,019,0.052008
apple_articles.csv:8874,021,0.000596
apple_articles.csv:8909,018,0.870286
apple_articles.csv:8909,020,0.129714
apple_articles.csv:8944,035,0.389443
apple_articles.csv:8944,043,0.132632
apple_articles.csv:8944,048,0.116513
apple_articles.csv:8944,000,0.11457
apple_articles.csv:8944,029,0.053461
apple_articles.csv:8944,031,0.037465
apple_articles.csv:8944,005,0.034225
apple_articles.csv:8944,038,0.031454
apple_articles.csv:8944,027,0.026395
apple_articles.csv:8944,052,0.023024
apple_articles.csv:8979,011,0.682828
apple_articles.csv:8979,033,0.240791
apple_articles.csv:8979,044,0.076381
apple_articles.csv:9014,053,0.924564
apple_articles.csv:9014,005,0.044909
apple_articles.csv:9014,021,0.030527
apple_articles.csv:9049,006,0.419506
apple_articles.csv:9049,033,0.236234
apple_articles.csv:9049,004,0.136019
apple_articles.csv:9049,013,0.058259
apple_articles.csv:9049,002,0.055855
apple_articles.csv:9049,028,0.038299
apple_articles.csv:9049,037,0.036193
apple_articles.csv:9049,003,0.019635
apple_articles.csv:9084,068,1.0
apple_articles.csv:9119,036,0.583917
apple_articles.csv:9119,026,0.237915
apple_articles.csv:9119,009,0.178168
apple_articles.csv:9154,068,1.0
apple_articles.csv:9189,024,0.46321
apple_articles.csv:9189,003,0.166211
apple_articles.csv:9189,015,0.165225
apple_articles.csv:9189,072,0.093957
apple_articles.csv:9189,010,0.092226
apple_articles.csv:9189,000,0.01917
apple_articles.csv:9224,059,0.651353
apple_articles.csv:9224,026,0.348647
apple_articles.csv:9259,063,1.0
apple_articles.csv:9294,026,0.36253
apple_articles.csv:9294,063,0.20892
apple_articles.csv:9294,001,0.199595
apple_articles.csv:9294,069,0.062434
apple_articles.csv:9294,019,0.055111
apple_articles.csv:9294,027,0.050199
apple_articles.csv:9294,000,0.034665
apple_articles.csv:9294,066,0.026546
apple_articles.csv:9329,000,0.450012
apple_articles.csv:9329,028,0.332146
apple_articles.csv:9329,041,0.135875
apple_articles.csv:9329,023,0.081967
apple_articles.csv:9364,017,0.518974
apple_articles.csv:9364,002,0.396166
apple_articles.csv:9364,006,0.08486
apple_articles.csv:9399,027,0.806737
apple_articles.csv:9399,016,0.193263
apple_articles.csv:9434,005,0.31817
apple_articles.csv:9434,003,0.201556
apple_articles.csv:9434,071,0.169582
apple_articles.csv:9434,021,0.094096
apple_articles.csv:9434,055,0.074738
apple_articles.csv:9434,004,0.043855
apple_articles.csv:9434,023,0.042622
apple_articles.csv:9434,039,0.027033
apple_articles.csv:9434,037,0.024168
apple_articles.csv:9434,001,0.004181
apple_articles.csv:9469,035,0.395948
apple_articles.csv:9469,043,0.333599
apple_articles.csv:9469,000,0.23536
apple_articles.csv:9469,023,0.024953
apple_articles.csv:9469,031,0.009631
apple_articles.csv:9469,037,0.000509
apple_articles.csv:9504,035,0.436009
apple_articles.csv:9504,000,0.434952
apple_articles.csv:9504,065,0.076256
apple_articles.csv:9504,028,0.052783
apple_articles.csv:9539,035,0.496035
apple_articles.csv:9539,000,0.257827
apple_articles.csv:9539,043,0.209841
apple_articles.csv:9539,051,0.036297
apple_articles.csv:9574,005,0.657541
apple_articles.csv:9574,031,0.15498
apple_articles.csv:9574,046,0.112892
apple_articles.csv:9574,023,0.074587
apple_articles.csv:9609,070,0.43384
apple_articles.csv:9609,023,0.313291
apple_articles.csv:9609,015,0.151566
apple_articles.csv:9609,003,0.101303
apple_articles.csv:9644,026,0.525727
apple_articles.csv:9644,031,0.115699
apple_articles.csv:9644,063,0.089552
apple_articles.csv:9644,036,0.087433
apple_articles.csv:9644,052,0.072342
apple_articles.csv:9644,022,0.04863
apple_articles.csv:9644,035,0.032314
apple_articles.csv:9644,051,0.028303
apple_articles.csv:9679,026,0.385435
apple_articles.csv:9679,036,0.171695
apple_articles.csv:9679,022,0.091879
apple_articles.csv:9679,063,0.081875
apple_articles.csv:9679,048,0.081832
apple_articles.csv:9679,001,0.067428
apple_articles.csv:9679,067,0.060289
apple_articles.csv:9679,031,0.034835
apple_articles.csv:9679,064,0.024732
apple_articles.csv:9714,045,0.84207
apple_articles.csv:9714,011,0.106222
apple_articles.csv:9714,047,0.051708
apple_articles.csv:9749,016,0.8066
apple_articles.csv:9749,035,0.076284
apple_articles.csv:9749,023,0.070017
apple_articles.csv:9749,028,0.047099
apple_articles.csv:9784,023,0.784774
apple_articles.csv:9784,035,0.092529
apple_articles.csv:9784,011,0.074002
apple_articles.csv:9784,005,0.048695
apple_articles.csv:9819,008,0.569366
apple_articles.csv:9819,006,0.345319
apple_articles.csv:9819,007,0.085315
apple_articles.csv:9854,069,0.338421
apple_articles.csv:9854,028,0.213554
apple_articles.csv:9854,016,0.198633
apple_articles.csv:9854,064,0.123347
apple_articles.csv:9854,006,0.09745
apple_articles.csv:9854,001,0.028595
apple_articles.csv:9889,023,0.842081
apple_articles.csv:9889,051,0.157919
apple_articles.csv:9924,006,0.531426
apple_articles.csv:9924,002,0.198997
apple_articles.csv:9924,062,0.158203
apple_articles.csv:9924,012,0.096109
apple_articles.csv:9924,013,0.015265
apple_articles.csv:9959,006,0.283994
apple_articles.csv:9959,002,0.211228
apple_articles.csv:9959,028,0.15964
apple_articles.csv:9959,051,0.083456
apple_articles.csv:9959,007,0.082013
apple_articles.csv:9959,000,0.064581
apple_articles.csv:9959,024,0.04815
apple_articles.csv:9959,017,0.023627
apple_articles.csv:9959,008,0.021828
apple_articles.csv:9959,019,0.021484
apple_articles.csv:9994,047,0.490207
apple_articles.csv:9994,014,0.13185
apple_articles.csv:9994,039,0.12578
apple_articles.csv:9994,006,0.122376
apple_articles.csv:9994,024,0.078744
apple_articles.csv:9994,004,0.051043
apple_articles.csv:10029,023,0.312154
apple_articles.csv:10029,034,0.26211
apple_articles.csv:10029,032,0.225328
apple_articles.csv:10029,028,0.131837
apple_articles.csv:10029,029,0.06857
apple_articles.csv:10064,006,0.560391
apple_articles.csv:10064,056,0.114812
apple_articles.csv:10064,019,0.106962
apple_articles.csv:10064,034,0.104921
apple_articles.csv:10064,051,0.066193
apple_articles.csv:10064,007,0.046721
apple_articles.csv:10099,020,0.731042
apple_articles.csv:10099,023,0.268958
apple_articles.csv:10134,023,0.351961
apple_articles.csv:10134,019,0.330883
apple_articles.csv:10134,003,0.262388
apple_articles.csv:10134,050,0.054768
apple_articles.csv:10169,008,0.270702
apple_articles.csv:10169,047,0.123917
apple_articles.csv:10169,004,0.115318
apple_articles.csv:10169,072,0.101861
apple_articles.csv:10169,001,0.09142
apple_articles.csv:10169,006,0.076499
apple_articles.csv:10169,015,0.067726
apple_articles.csv:10169,024,0.065278
apple_articles.csv:10169,009,0.062026
apple_articles.csv:10169,002,0.025254
apple_articles.csv:10204,002,0.284839
apple_articles.csv:10204,021,0.227549
apple_articles.csv:10204,003,0.220189
apple_articles.csv:10204,050,0.181148
apple_articles.csv:10204,024,0.086274
apple_articles.csv:10239,037,0.859823
apple_articles.csv:10239,041,0.077518
apple_articles.csv:10239,008,0.032204
apple_articles.csv:10239,054,0.030455
apple_articles.csv:10274,047,0.779134
apple_articles.csv:10274,024,0.220866
apple_articles.csv:10309,012,0.860483
apple_articles.csv:10309,047,0.139517
apple_articles.csv:10344,012,1.0
apple_articles.csv:10379,026,0.429693
apple_articles.csv:10379,019,0.101248
apple_articles.csv:10379,063,0.100367
apple_articles.csv:10379,036,0.100067
apple_articles.csv:10379,000,0.061372
apple_articles.csv:10379,022,0.050489
apple_articles.csv:10379,010,0.043949
apple_articles.csv:10379,005,0.04048
apple_articles.csv:10379,048,0.033944
apple_articles.csv:10379,035,0.031874
apple_articles.csv:10414,037,0.628908
apple_articles.csv:10414,050,0.142999
apple_articles.csv:10414,041,0.122612
apple_articles.csv:10414,006,0.105482
apple_articles.csv:10449,003,0.381371
apple_articles.csv:10449,047,0.31826
apple_articles.csv:10449,024,0.300369
apple_articles.csv:10484,026,0.48555
apple_articles.csv:10484,000,0.090801
apple_articles.csv:10484,037,0.074386
apple_articles.csv:10484,005,0.06246
apple_articles.csv:10484,063,0.062311
apple_articles.csv:10484,031,0.047216
apple_articles.csv:10484,035,0.042745
apple_articles.csv:10484,067,0.036822
apple_articles.csv:10484,019,0.025495
apple_articles.csv:10484,022,0.02483
apple_articles.csv:25,037,1.0
apple_articles.csv:60,044,0.434386
apple_articles.csv:60,005,0.31224
apple_articles.csv:60,007,0.171768
apple_articles.csv:60,018,0.048445
apple_articles.csv:60,009,0.033162
apple_articles.csv:95,038,0.618692
apple_articles.csv:95,000,0.131605
apple_articles.csv:95,005,0.125955
apple_articles.csv:95,002,0.0728
apple_articles.csv:95,017,0.050947
apple_articles.csv:130,009,0.321712
apple_articles.csv:130,038,0.180843
apple_articles.csv:130,056,0.10823
apple_articles.csv:130,026,0.0901
apple_articles.csv:130,018,0.087559
apple_articles.csv:130,070,0.079462
apple_articles.csv:130,020,0.066547
apple_articles.csv:130,006,0.065548
apple_articles.csv:165,071,1.0
apple_articles.csv:200,021,0.845936
apple_articles.csv:200,030,0.118495
apple_articles.csv:200,009,0.035569
apple_articles.csv:235,005,0.581967
apple_articles.csv:235,021,0.168037
apple_articles.csv:235,041,0.165818
apple_articles.csv:235,000,0.084178
apple_articles.csv:270,038,0.797553
apple_articles.csv:270,045,0.169348
apple_articles.csv:270,042,0.033099
apple_articles.csv:305,008,1.0
apple_articles.csv:340,000,0.480095
apple_articles.csv:340,003,0.109064
apple_articles.csv:340,045,0.091575
apple_articles.csv:340,019,0.083108
apple_articles.csv:340,006,0.080092
apple_articles.csv:340,012,0.070923
apple_articles.csv:340,009,0.052492
apple_articles.csv:340,063,0.032651
apple_articles.csv:375,002,0.76602
apple_articles.csv:375,019,0.070865
apple_articles.csv:375,020,0.063794
apple_articles.csv:375,011,0.057467
apple_articles.csv:375,005,0.041853
apple_articles.csv:410,027,0.616107
apple_articles.csv:410,005,0.194299
apple_articles.csv:410,041,0.083073
apple_articles.csv:410,000,0.070581
apple_articles.csv:410,034,0.03594
apple_articles.csv:445,002,0.738927
apple_articles.csv:445,020,0.124453
apple_articles.csv:445,078,0.054905
apple_articles.csv:445,013,0.04645
apple_articles.csv:445,010,0.035264
apple_articles.csv:480,013,0.517999
apple_articles.csv:480,046,0.174547
apple_articles.csv:480,005,0.128099
apple_articles.csv:480,011,0.103576
apple_articles.csv:480,019,0.075778
apple_articles.csv:515,060,0.496594
apple_articles.csv:515,002,0.191242
apple_articles.csv:515,005,0.097828
apple_articles.csv:515,031,0.082219
apple_articles.csv:515,062,0.044462
apple_articles.csv:515,015,0.044433
apple_articles.csv:515,001,0.043223
apple_articles.csv:550,027,1.0
apple_articles.csv:585,052,0.546231
apple_articles.csv:585,012,0.1748
apple_articles.csv:585,013,0.129747
apple_articles.csv:585,006,0.058966
apple_articles.csv:585,005,0.056007
apple_articles.csv:585,036,0.034249
apple_articles.csv:620,045,0.780874
apple_articles.csv:620,004,0.145006
apple_articles.csv:620,033,0.040883
apple_articles.csv:620,010,0.033236
apple_articles.csv:655,030,0.778162
apple_articles.csv:655,019,0.080619
apple_articles.csv:655,000,0.058364
apple_articles.csv:655,003,0.049175
apple_articles.csv:655,042,0.03368
apple_articles.csv:690,012,0.329424
apple_articles.csv:690,029,0.15045
apple_articles.csv:690,046,0.126954
apple_articles.csv:690,032,0.09302
apple_articles.csv:690,038,0.07299
apple_articles.csv:690,001,0.064591
apple_articles.csv:690,027,0.058052
apple_articles.csv:690,058,0.043633
apple_articles.csv:690,036,0.038143
apple_articles.csv:690,069,0.022743
apple_articles.csv:725,015,0.934458
apple_articles.csv:725,008,0.065542
apple_articles.csv:760,062,0.298448
apple_articles.csv:760,002,0.267432
apple_articles.csv:760,029,0.237318
apple_articles.csv:760,027,0.119218
apple_articles.csv:760,003,0.077584
apple_articles.csv:795,022,0.476888
apple_articles.csv:795,027,0.14052
apple_articles.csv:795,028,0.089708
apple_articles.csv:795,029,0.086232
apple_articles.csv:795,057,0.075098
apple_articles.csv:795,009,0.073278
apple_articles.csv:795,032,0.058275
apple_articles.csv:830,024,0.834895
apple_articles.csv:830,003,0.165106
apple_articles.csv:865,006,0.401105
apple_articles.csv:865,007,0.35325
apple_articles.csv:865,040,0.094463
apple_articles.csv:865,038,0.08141
apple_articles.csv:865,025,0.069773
apple_articles.csv:900,062,0.382743
apple_articles.csv:900,013,0.167143
apple_articles.csv:900,003,0.147274
apple_articles.csv:900,009,0.133772
apple_articles.csv:900,029,0.062001
apple_articles.csv:900,032,0.060658
apple_articles.csv:900,001,0.046409
apple_articles.csv:935,006,0.969705
apple_articles.csv:935,008,0.028356
apple_articles.csv:935,007,0.001939
apple_articles.csv:970,044,0.514918
apple_articles.csv:970,035,0.199999
apple_articles.csv:970,000,0.0925
apple_articles.csv:970,005,0.055223
apple_articles.csv:970,031,0.050633
apple_articles.csv:970,029,0.039066
apple_articles.csv:970,062,0.03
apple_articles.csv:970,009,0.01766
apple_articles.csv:1005,021,0.415021
apple_articles.csv:1005,000,0.212169
apple_articles.csv:1005,005,0.135806
apple_articles.csv:1005,048,0.093211
apple_articles.csv:1005,041,0.079114
apple_articles.csv:1005,030,0.06468
apple_articles.csv:1040,005,0.859788
apple_articles.csv:1040,025,0.140212
apple_articles.csv:1075,061,1.0
apple_articles.csv:1110,004,0.614187
apple_articles.csv:1110,060,0.155147
apple_articles.csv:1110,010,0.134126
apple_articles.csv:1110,006,0.09654
apple_articles.csv:1145,004,0.76858
apple_articles.csv:1145,003,0.164952
apple_articles.csv:1145,031,0.050741
apple_articles.csv:1145,002,0.014305
apple_articles.csv:1145,021,0.001423
apple_articles.csv:1180,022,0.34001
apple_articles.csv:1180,024,0.213036
apple_articles.csv:1180,011,0.201341
apple_articles.csv:1180,007,0.164977
apple_articles.csv:1180,070,0.076714
apple_articles.csv:1180,001,0.003922
apple_articles.csv:1215,052,0.848579
apple_articles.csv:1215,027,0.066149
apple_articles.csv:1215,000,0.044868
apple_articles.csv:1215,038,0.040404
apple_articles.csv:1250,026,0.574536
apple_articles.csv:1250,027,0.21095
apple_articles.csv:1250,029,0.164763
apple_articles.csv:1250,018,0.049751
apple_articles.csv:1285,002,1.0
apple_articles.csv:1320,039,0.540777
apple_articles.csv:1320,005,0.280009
apple_articles.csv:1320,003,0.081216
apple_articles.csv:1320,032,0.071811
apple_articles.csv:1320,000,0.026186
apple_articles.csv:1355,066,0.432192
apple_articles.csv:1355,014,0.164224
apple_articles.csv:1355,037,0.136662
apple_articles.csv:1355,054,0.090592
apple_articles.csv:1355,063,0.088657
apple_articles.csv:1355,000,0.087673
apple_articles.csv:1390,009,0.592542
apple_articles.csv:1390,054,0.309857
apple_articles.csv:1390,018,0.097601
apple_articles.csv:1425,039,0.5688
apple_articles.csv:1425,032,0.211464
apple_articles.csv:1425,005,0.100926
apple_articles.csv:1425,010,0.051484
apple_articles.csv:1425,030,0.048953
apple_articles.csv:1425,060,0.018373
apple_articles.csv:1460,051,0.330042
apple_articles.csv:1460,057,0.298947
apple_articles.csv:1460,031,0.171849
apple_articles.csv:1460,024,0.101015
apple_articles.csv:1460,025,0.098148
apple_articles.csv:1495,006,0.267183
apple_articles.csv:1495,012,0.23249
apple_articles.csv:1495,062,0.173726
apple_articles.csv:1495,000,0.158427
apple_articles.csv:1495,013,0.088275
apple_articles.csv:1495,042,0.079899
apple_articles.csv:1530,000,0.277329
apple_articles.csv:1530,005,0.205354
apple_articles.csv:1530,021,0.18044
apple_articles.csv:1530,024,0.169767
apple_articles.csv:1530,041,0.071535
apple_articles.csv:1530,003,0.052338
apple_articles.csv:1530,018,0.043238
apple_articles.csv:1565,009,0.448002
apple_articles.csv:1565,003,0.1349
apple_articles.csv:1565,001,0.134254
apple_articles.csv:1565,006,0.097169
apple_articles.csv:1565,008,0.062847
apple_articles.csv:1565,070,0.059032
apple_articles.csv:1565,002,0.037901
apple_articles.csv:1565,020,0.025895
apple_articles.csv:1600,001,0.607343
apple_articles.csv:1600,042,0.392657
apple_articles.csv:1635,037,0.777027
apple_articles.csv:1635,014,0.222973
apple_articles.csv:1670,071,0.384508
apple_articles.csv:1670,005,0.154972
apple_articles.csv:1670,009,0.124849
apple_articles.csv:1670,019,0.101258
apple_articles.csv:1670,000,0.088477
apple_articles.csv:1670,010,0.088084
apple_articles.csv:1670,062,0.057851
apple_articles.csv:1705,029,0.643545
apple_articles.csv:1705,038,0.203262
apple_articles.csv:1705,009,0.076703
apple_articles.csv:1705,030,0.06631
apple_articles.csv:1705,012,0.01018
apple_articles.csv:1740,039,0.597469
apple_articles.csv:1740,032,0.188192
apple_articles.csv:1740,034,0.172542
apple_articles.csv:1740,001,0.033718
apple_articles.csv:1740,040,0.008079
apple_articles.csv:1775,029,0.516221
apple_articles.csv:1775,044,0.153726
apple_articles.csv:1775,032,0.112296
apple_articles.csv:1775,012,0.109315
apple_articles.csv:1775,027,0.108442
apple_articles.csv:1810,069,0.760792
apple_articles.csv:1810,056,0.239208
apple_articles.csv:1845,061,0.844596
apple_articles.csv:1845,009,0.155404
apple_articles.csv:1880,061,1.0
apple_articles.csv:1915,035,0.503526
apple_articles.csv:1915,009,0.273596
apple_articles.csv:1915,031,0.122534
apple_articles.csv:1915,054,0.100345
apple_articles.csv:1950,035,0.441887
apple_articles.csv:1950,065,0.17275
apple_articles.csv:1950,000,0.135849
apple_articles.csv:1950,022,0.114707
apple_articles.csv:1950,027,0.089391
apple_articles.csv:1950,053,0.045414
apple_articles.csv:1985,061,0.617249
apple_articles.csv:1985,004,0.129143
apple_articles.csv:1985,002,0.117052
apple_articles.csv:1985,019,0.095599
apple_articles.csv:1985,044,0.040957
apple_articles.csv:2020,028,0.489206
apple_articles.csv:2020,004,0.227638
apple_articles.csv:2020,000,0.161309
apple_articles.csv:2020,012,0.048987
apple_articles.csv:2020,005,0.034778
apple_articles.csv:2020,006,0.033954
apple_articles.csv:2020,002,0.004128
apple_articles.csv:2055,034,0.340961
apple_articles.csv:2055,032,0.28689
apple_articles.csv:2055,040,0.133325
apple_articles.csv:2055,012,0.108091
apple_articles.csv:2055,035,0.092402
apple_articles.csv:2055,001,0.038332
apple_articles.csv:2090,020,0.555621
apple_articles.csv:2090,029,0.164113
apple_articles.csv:2090,005,0.118906
apple_articles.csv:2090,025,0.054543
apple_articles.csv:2090,058,0.050319
apple_articles.csv:2090,031,0.043183
apple_articles.csv:2090,071,0.013316
apple_articles.csv:2125,006,0.331056
apple_articles.csv:2125,013,0.241783
apple_articles.csv:2125,049,0.179233
apple_articles.csv:2125,015,0.105031
apple_articles.csv:2125,004,0.045863
apple_articles.csv:2125,045,0.038674
apple_articles.csv:2125,001,0.037941
apple_articles.csv:2125,028,0.02042
apple_articles.csv:2160,006,1.0
apple_articles.csv:2195,081,1.0
apple_articles.csv:2230,021,0.697276
apple_articles.csv:2230,011,0.189659
apple_articles.csv:2230,000,0.113065
apple_articles.csv:2265,036,0.138943
apple_articles.csv:2265,039,0.126169
apple_articles.csv:2265,065,0.112899
apple_articles.csv:2265,072,0.090791
apple_articles.csv:2265,009,0.082684
apple_articles.csv:2265,040,0.071295
apple_articles.csv:2265,030,0.071178
apple_articles.csv:2265,038,0.06771
apple_articles.csv:2265,018,0.060532
apple_articles.csv:2265,005,0.058871
apple_articles.csv:2300,000,0.410798
apple_articles.csv:2300,019,0.314738
apple_articles.csv:2300,035,0.153342
apple_articles.csv:2300,004,0.103701
apple_articles.csv:2300,001,0.017421
apple_articles.csv:2335,006,0.614473
apple_articles.csv:2335,007,0.30259
apple_articles.csv:2335,036,0.0717
apple_articles.csv:2335,008,0.011237
apple_articles.csv:2370,025,0.697363
apple_articles.csv:2370,054,0.245345
apple_articles.csv:2370,022,0.057291
apple_articles.csv:2405,033,0.364831
apple_articles.csv:2405,005,0.197743
apple_articles.csv:2405,003,0.18271
apple_articles.csv:2405,004,0.095162
apple_articles.csv:2405,018,0.085629
apple_articles.csv:2405,000,0.073924
apple_articles.csv:2440,036,0.730412
apple_articles.csv:2440,029,0.166828
apple_articles.csv:2440,062,0.10276
apple_articles.csv:2475,000,1.0
apple_articles.csv:2510,064,0.419063
apple_articles.csv:2510,005,0.268838
apple_articles.csv:2510,019,0.123653
apple_articles.csv:2510,009,0.091294
apple_articles.csv:2510,012,0.047752
apple_articles.csv:2510,027,0.040557
apple_articles.csv:2510,003,0.008843
apple_articles.csv:2545,061,0.382935
apple_articles.csv:2545,019,0.220088
apple_articles.csv:2545,022,0.218212
apple_articles.csv:2545,015,0.128692
apple_articles.csv:2545,011,0.050073
apple_articles.csv:2580,018,0.455805
apple_articles.csv:2580,026,0.392573
apple_articles.csv:2580,069,0.151622
apple_articles.csv:2615,069,0.810588
apple_articles.csv:2615,010,0.0788
apple_articles.csv:2615,059,0.065452
apple_articles.csv:2615,026,0.04516
apple_articles.csv:2650,037,0.451063
apple_articles.csv:2650,026,0.366881
apple_articles.csv:2650,014,0.077009
apple_articles.csv:2650,029,0.06445
apple_articles.csv:2650,007,0.040597
apple_articles.csv:2685,003,0.234118
apple_articles.csv:2685,053,0.187605
apple_articles.csv:2685,029,0.174734
apple_articles.csv:2685,010,0.145573
apple_articles.csv:2685,071,0.114032
apple_articles.csv:2685,005,0.1014
apple_articles.csv:2685,032,0.042537
apple_articles.csv:2720,038,0.700689
apple_articles.csv:2720,016,0.102146
apple_articles.csv:2720,044,0.078023
apple_articles.csv:2720,062,0.074056
apple_articles.csv:2720,006,0.045086
apple_articles.csv:2755,072,0.544015
apple_articles.csv:2755,033,0.173558
apple_articles.csv:2755,001,0.126698
apple_articles.csv:2755,055,0.122958
apple_articles.csv:2755,041,0.032771
apple_articles.csv:2790,006,0.684006
apple_articles.csv:2790,015,0.123423
apple_articles.csv:2790,050,0.085758
apple_articles.csv:2790,052,0.075053
apple_articles.csv:2790,019,0.03176
apple_articles.csv:2825,036,0.881086
apple_articles.csv:2825,034,0.075006
apple_articles.csv:2825,012,0.043907
apple_articles.csv:2860,052,0.323439
apple_articles.csv:2860,012,0.206061
apple_articles.csv:2860,025,0.178477
apple_articles.csv:2860,005,0.132689
apple_articles.csv:2860,030,0.11518
apple_articles.csv:2860,022,0.044155
apple_articles.csv:2895,052,0.298783
apple_articles.csv:2895,005,0.219803
apple_articles.csv:2895,010,0.136226
apple_articles.csv:2895,030,0.113101
apple_articles.csv:2895,056,0.072471
apple_articles.csv:2895,027,0.050516
apple_articles.csv:2895,009,0.035084
apple_articles.csv:2895,038,0.03486
apple_articles.csv:2895,048,0.031197
apple_articles.csv:2895,001,0.007958
apple_articles.csv:2930,018,1.0
apple_articles.csv:2965,054,0.707256
apple_articles.csv:2965,014,0.292744
apple_articles.csv:3000,041,0.905263
apple_articles.csv:3000,000,0.094737
apple_articles.csv:3035,020,0.452992
apple_articles.csv:3035,044,0.300908
apple_articles.csv:3035,031,0.070212
apple_articles.csv:3035,006,0.065195
apple_articles.csv:3035,002,0.057456
apple_articles.csv:3035,058,0.053237
apple_articles.csv:3070,037,0.815482
apple_articles.csv:3070,010,0.092554
apple_articles.csv:3070,055,0.091965
apple_articles.csv:3105,029,0.651661
apple_articles.csv:3105,012,0.248523
apple_articles.csv:3105,019,0.075947
apple_articles.csv:3105,010,0.023869
apple_articles.csv:3140,056,1.0
apple_articles.csv:3175,018,1.0
apple_articles.csv:3210,019,0.510316
apple_articles.csv:3210,067,0.194244
apple_articles.csv:3210,018,0.124187
apple_articles.csv:3210,005,0.07828
apple_articles.csv:3210,029,0.057427
apple_articles.csv:3210,027,0.035546
apple_articles.csv:3245,061,0.824609
apple_articles.csv:3245,024,0.175391
apple_articles.csv:3280,000,0.320901
apple_articles.csv:3280,029,0.233812
apple_articles.csv:3280,032,0.173893
apple_articles.csv:3280,053,0.124663
apple_articles.csv:3280,005,0.056695
apple_articles.csv:3280,035,0.036816
apple_articles.csv:3280,012,0.034859
apple_articles.csv:3280,060,0.01836
apple_articles.csv:3315,072,1.0
apple_articles.csv:3350,018,0.660971
apple_articles.csv:3350,000,0.339029
apple_articles.csv:3385,043,0.511267
apple_articles.csv:3385,064,0.293832
apple_articles.csv:3385,007,0.194901
apple_articles.csv:3420,030,0.335753
apple_articles.csv:3420,042,0.218549
apple_articles.csv:3420,027,0.176303
apple_articles.csv:3420,004,0.156257
apple_articles.csv:3420,021,0.113138
apple_articles.csv:3455,022,0.795042
apple_articles.csv:3455,026,0.136577
apple_articles.csv:3455,036,0.06838
apple_articles.csv:3490,020,0.672633
apple_articles.csv:3490,025,0.130558
apple_articles.csv:3490,036,0.117904
apple_articles.csv:3490,029,0.078905
apple_articles.csv:3525,005,0.428554
apple_articles.csv:3525,003,0.154589
apple_articles.csv:3525,018,0.106859
apple_articles.csv:3525,035,0.096339
apple_articles.csv:3525,052,0.090159
