docname,topic,proportion
apple_articles.csv:14,007,0.358951
apple_articles.csv:14,052,0.209518
apple_articles.csv:14,000,0.183793
apple_articles.csv:14,020,0.077304
apple_articles.csv:14,038,0.071314
apple_articles.csv:14,059,0.062784
apple_articles.csv:14,053,0.034762
apple_articles.csv:14,013,0.001574
apple_articles.csv:49,004,0.367935
apple_articles.csv:49,006,0.193622
apple_articles.csv:49,008,0.122602
apple_articles.csv:49,007,0.113782
apple_articles.csv:49,013,0.083563
apple_articles.csv:49,050,0.073009
apple_articles.csv:49,005,0.025171
apple_articles.csv:49,011,0.020317
apple_articles.csv:84,012,0.27937
apple_articles.csv:84,003,0.219648
apple_articles.csv:84,044,0.177647
apple_articles.csv:84,023,0.103446
apple_articles.csv:84,028,0.074597
apple_articles.csv:84,006,0.073296
apple_articles.csv:84,001,0.039161
apple_articles.csv:84,036,0.032835
apple_articles.csv:119,026,0.389389
apple_articles.csv:119,069,0.166153
apple_articles.csv:119,057,0.13371
apple_articles.csv:119,027,0.127373
apple_articles.csv:119,029,0.113165
apple_articles.csv:119,013,0.070211
apple_articles.csv:154,053,0.753899
apple_articles.csv:154,012,0.165129
apple_articles.csv:154,001,0.080972
apple_articles.csv:189,044,1.0
apple_articles.csv:224,012,0.273454
apple_articles.csv:224,005,0.252666
apple_articles.csv:224,053,0.228445
apple_articles.csv:224,046,0.116475
apple_articles.csv:224,004,0.082817
apple_articles.csv:224,001,0.046144
apple_articles.csv:259,003,0.316763
apple_articles.csv:259,019,0.259771
apple_articles.csv:259,017,0.124399
apple_articles.csv:259,002,0.111484
apple_articles.csv:259,061,0.100966
apple_articles.csv:259,012,0.086617
apple_articles.csv:294,006,0.884614
apple_articles.csv:294,013,0.06731
apple_articles.csv:294,015,0.048076
apple_articles.csv:329,021,0.418101
apple_articles.csv:329,009,0.219648
apple_articles.csv:329,000,0.168796
apple_articles.csv:329,041,0.096869
apple_articles.csv:329,030,0.096586
apple_articles.csv:364,031,0.808394
apple_articles.csv:364,019,0.127945
apple_articles.csv:364,021,0.063661
apple_articles.csv:399,005,0.407122
apple_articles.csv:399,046,0.19928
apple_articles.csv:399,017,0.179755
apple_articles.csv:399,018,0.147437
apple_articles.csv:399,011,0.066406
apple_articles.csv:434,019,0.494268
apple_articles.csv:434,018,0.206483
apple_articles.csv:434,000,0.147153
apple_articles.csv:434,023,0.097504
apple_articles.csv:434,005,0.054591
apple_articles.csv:469,033,0.77648
apple_articles.csv:469,006,0.14144
apple_articles.csv:469,028,0.0533
apple_articles.csv:469,063,0.02878
apple_articles.csv:504,067,0.308439
apple_articles.csv:504,026,0.168186
apple_articles.csv:504,019,0.119199
apple_articles.csv:504,022,0.097367
apple_articles.csv:504,025,0.095046
apple_articles.csv:504,044,0.076313
apple_articles.csv:504,001,0.070082
apple_articles.csv:504,030,0.065368
apple_articles.csv:539,002,0.493321
apple_articles.csv:539,003,0.343975
apple_articles.csv:539,007,0.162704
apple_articles.csv:574,015,0.466724
apple_articles.csv:574,055,0.149185
apple_articles.csv:574,005,0.138302
apple_articles.csv:574,013,0.087199
apple_articles.csv:574,033,0.066284
apple_articles.csv:574,000,0.034128
apple_articles.csv:574,010,0.033656
apple_articles.csv:574,077,0.024523
apple_articles.csv:609,012,0.348099
apple_articles.csv:609,003,0.293381
apple_articles.csv:609,006,0.104537
apple_articles.csv:609,062,0.094068
apple_articles.csv:609,013,0.093522
apple_articles.csv:609,029,0.066394
apple_articles.csv:644,024,0.418888
apple_articles.csv:644,003,0.134429
apple_articles.csv:644,001,0.129914
apple_articles.csv:644,013,0.12274
apple_articles.csv:644,012,0.114131
apple_articles.csv:644,019,0.050083
apple_articles.csv:644,005,0.029816
apple_articles.csv:679,046,0.686352
apple_articles.csv:679,044,0.277863
apple_articles.csv:679,003,0.019709
apple_articles.csv:679,017,0.016075
apple_articles.csv:714,016,0.527639
apple_articles.csv:714,036,0.23188
apple_articles.csv:714,056,0.171387
apple_articles.csv:714,070,0.069094
apple_articles.csv:749,072,0.433021
apple_articles.csv:749,011,0.326344
apple_articles.csv:749,010,0.215182
apple_articles.csv:749,045,0.025452
apple_articles.csv:784,006,0.605714
apple_articles.csv:784,007,0.351433
apple_articles.csv:784,036,0.042853
apple_articles.csv:819,011,1.0
apple_articles.csv:854,044,0.586618
apple_articles.csv:854,012,0.413382
apple_articles.csv:889,003,0.557211
apple_articles.csv:889,028,0.173828
apple_articles.csv:889,055,0.139319
apple_articles.csv:889,002,0.129642
apple_articles.csv:924,004,0.465419
apple_articles.csv:924,006,0.38788
apple_articles.csv:924,059,0.146701
apple_articles.csv:959,062,0.295301
apple_articles.csv:959,019,0.160774
apple_articles.csv:959,001,0.153805
apple_articles.csv:959,035,0.081543
apple_articles.csv:959,027,0.055729
apple_articles.csv:959,032,0.048342
apple_articles.csv:959,012,0.037192
apple_articles.csv:959,003,0.03374
apple_articles.csv:959,034,0.033206
apple_articles.csv:959,071,0.031504
apple_articles.csv:994,027,0.547472
apple_articles.csv:994,022,0.328893
apple_articles.csv:994,005,0.084863
apple_articles.csv:994,034,0.038772
apple_articles.csv:1029,046,0.735363
apple_articles.csv:1029,006,0.15108
apple_articles.csv:1029,042,0.061578
apple_articles.csv:1029,001,0.05198
apple_articles.csv:1064,018,0.862522
apple_articles.csv:1064,003,0.080786
apple_articles.csv:1064,032,0.056691
apple_articles.csv:1099,030,0.431975
apple_articles.csv:1099,003,0.238113
apple_articles.csv:1099,005,0.1778
apple_articles.csv:1099,009,0.094968
apple_articles.csv:1099,047,0.057144
apple_articles.csv:1134,021,0.260529
apple_articles.csv:1134,069,0.225669
apple_articles.csv:1134,030,0.196166
apple_articles.csv:1134,000,0.136515
apple_articles.csv:1134,001,0.093539
apple_articles.csv:1134,005,0.076297
apple_articles.csv:1134,004,0.011286
apple_articles.csv:1169,000,0.37931
apple_articles.csv:1169,016,0.197196
apple_articles.csv:1169,041,0.164633
apple_articles.csv:1169,044,0.129935
apple_articles.csv:1169,031,0.069168
apple_articles.csv:1169,049,0.059759
apple_articles.csv:1204,019,1.0
apple_articles.csv:1239,009,0.460617
apple_articles.csv:1239,054,0.299367
apple_articles.csv:1239,029,0.111997
apple_articles.csv:1239,003,0.088308
apple_articles.csv:1239,037,0.039711
apple_articles.csv:1274,002,1.0
apple_articles.csv:1309,040,0.903414
apple_articles.csv:1309,002,0.096586
apple_articles.csv:1344,061,0.529411
apple_articles.csv:1344,007,0.205225
apple_articles.csv:1344,011,0.105529
apple_articles.csv:1344,024,0.08211
apple_articles.csv:1344,001,0.077724
apple_articles.csv:1379,042,0.723064
apple_articles.csv:1379,018,0.123907
apple_articles.csv:1379,013,0.082025
apple_articles.csv:1379,049,0.052732
apple_articles.csv:1379,070,0.018273
apple_articles.csv:1414,019,0.444412
apple_articles.csv:1414,000,0.390628
apple_articles.csv:1414,024,0.089727
apple_articles.csv:1414,031,0.075233
apple_articles.csv:1449,031,0.240829
apple_articles.csv:1449,012,0.194456
apple_articles.csv:1449,029,0.149935
apple_articles.csv:1449,000,0.11817
apple_articles.csv:1449,054,0.092771
apple_articles.csv:1449,035,0.084698
apple_articles.csv:1449,016,0.077942
apple_articles.csv:1449,010,0.041199
apple_articles.csv:1484,004,0.322254
apple_articles.csv:1484,010,0.200532
apple_articles.csv:1484,006,0.18549
apple_articles.csv:1484,060,0.133772
apple_articles.csv:1484,043,0.124567
apple_articles.csv:1484,045,0.033385
apple_articles.csv:1519,045,0.363284
apple_articles.csv:1519,000,0.300342
apple_articles.csv:1519,004,0.112756
apple_articles.csv:1519,007,0.087849
apple_articles.csv:1519,043,0.057507
apple_articles.csv:1519,010,0.049304
apple_articles.csv:1519,016,0.028958
apple_articles.csv:1554,032,1.0
apple_articles.csv:1589,063,0.440452
apple_articles.csv:1589,002,0.241377
apple_articles.csv:1589,014,0.233099
apple_articles.csv:1589,024,0.077988
apple_articles.csv:1589,005,0.007085
apple_articles.csv:1624,062,0.663245
apple_articles.csv:1624,003,0.090126
apple_articles.csv:1624,012,0.076443
apple_articles.csv:1624,006,0.071287
apple_articles.csv:1624,001,0.065648
apple_articles.csv:1624,020,0.033251
apple_articles.csv:1659,034,0.282049
apple_articles.csv:1659,000,0.156162
apple_articles.csv:1659,005,0.141117
apple_articles.csv:1659,071,0.063581
apple_articles.csv:1659,027,0.06271
apple_articles.csv:1659,040,0.056945
apple_articles.csv:1659,001,0.048509
apple_articles.csv:1659,009,0.040906
apple_articles.csv:1659,019,0.03643
apple_articles.csv:1659,035,0.035109
apple_articles.csv:1694,006,0.572394
apple_articles.csv:1694,000,0.117981
apple_articles.csv:1694,007,0.085731
apple_articles.csv:1694,036,0.080928
apple_articles.csv:1694,001,0.049188
apple_articles.csv:1694,018,0.043509
apple_articles.csv:1694,026,0.025183
apple_articles.csv:1694,081,0.017794
apple_articles.csv:1694,015,0.007292
apple_articles.csv:1729,057,0.405629
apple_articles.csv:1729,010,0.40432
apple_articles.csv:1729,016,0.190051
apple_articles.csv:1764,042,0.846925
apple_articles.csv:1764,060,0.082746
apple_articles.csv:1764,009,0.048288
apple_articles.csv:1764,047,0.022041
apple_articles.csv:1799,003,0.303263
apple_articles.csv:1799,024,0.224453
apple_articles.csv:1799,000,0.178345
apple_articles.csv:1799,030,0.118913
apple_articles.csv:1799,018,0.079169
apple_articles.csv:1799,053,0.054223
apple_articles.csv:1799,013,0.041635
apple_articles.csv:1834,051,0.513005
apple_articles.csv:1834,000,0.154171
apple_articles.csv:1834,053,0.13596
apple_articles.csv:1834,064,0.103046
apple_articles.csv:1834,052,0.065016
apple_articles.csv:1834,001,0.028801
apple_articles.csv:1869,000,0.551313
apple_articles.csv:1869,006,0.131429
apple_articles.csv:1869,008,0.064406
apple_articles.csv:1869,003,0.05116
apple_articles.csv:1869,017,0.047149
apple_articles.csv:1869,081,0.046187
apple_articles.csv:1869,048,0.04194
apple_articles.csv:1869,002,0.039224
apple_articles.csv:1869,027,0.026003
apple_articles.csv:1869,001,0.001188
apple_articles.csv:1904,038,0.546427
apple_articles.csv:1904,002,0.215631
apple_articles.csv:1904,018,0.157895
apple_articles.csv:1904,007,0.080048
apple_articles.csv:1939,035,0.813429
apple_articles.csv:1939,064,0.087207
apple_articles.csv:1939,001,0.039021
apple_articles.csv:1939,027,0.038027
apple_articles.csv:1939,069,0.022316
apple_articles.csv:1974,021,0.462973
apple_articles.csv:1974,015,0.356219
apple_articles.csv:1974,049,0.180808
apple_articles.csv:2009,006,0.537155
apple_articles.csv:2009,013,0.205803
apple_articles.csv:2009,011,0.151871
apple_articles.csv:2009,033,0.105171
apple_articles.csv:2044,038,0.765139
apple_articles.csv:2044,002,0.136893
apple_articles.csv:2044,017,0.097967
apple_articles.csv:2079,020,0.521105
apple_articles.csv:2079,003,0.193085
apple_articles.csv:2079,055,0.134745
apple_articles.csv:2079,012,0.080531
apple_articles.csv:2079,050,0.070534
apple_articles.csv:2114,044,0.806512
apple_articles.csv:2114,049,0.08583
apple_articles.csv:2114,000,0.061506
apple_articles.csv:2114,001,0.044014
apple_articles.csv:2114,003,0.002138
apple_articles.csv:2149,000,0.322949
apple_articles.csv:2149,019,0.112325
apple_articles.csv:2149,056,0.111096
apple_articles.csv:2149,011,0.093873
apple_articles.csv:2149,044,0.083844
apple_articles.csv:2149,018,0.078025
apple_articles.csv:2149,006,0.070647
apple_articles.csv:2149,027,0.048979
apple_articles.csv:2149,022,0.048719
apple_articles.csv:2149,049,0.029542
apple_articles.csv:2184,013,0.908922
apple_articles.csv:2184,021,0.091078
apple_articles.csv:2219,019,0.286533
apple_articles.csv:2219,009,0.185439
apple_articles.csv:2219,053,0.118131
apple_articles.csv:2219,017,0.111946
apple_articles.csv:2219,020,0.105095
apple_articles.csv:2219,031,0.083683
apple_articles.csv:2219,005,0.05601
apple_articles.csv:2219,054,0.053164
apple_articles.csv:2254,002,0.75403
apple_articles.csv:2254,025,0.124177
apple_articles.csv:2254,003,0.06786
apple_articles.csv:2254,007,0.053933
apple_articles.csv:2289,016,0.903793
apple_articles.csv:2289,027,0.096207
apple_articles.csv:2324,026,0.746966
apple_articles.csv:2324,000,0.100782
apple_articles.csv:2324,012,0.094035
apple_articles.csv:2324,005,0.058217
apple_articles.csv:2359,070,0.473272
apple_articles.csv:2359,045,0.267921
apple_articles.csv:2359,004,0.151883
apple_articles.csv:2359,006,0.106924
apple_articles.csv:2394,042,1.0
apple_articles.csv:2429,006,0.651068
apple_articles.csv:2429,035,0.205072
apple_articles.csv:2429,064,0.143859
apple_articles.csv:2464,000,0.56906
apple_articles.csv:2464,001,0.224778
apple_articles.csv:2464,002,0.206162
apple_articles.csv:2499,018,0.688224
apple_articles.csv:2499,009,0.220238
apple_articles.csv:2499,012,0.091538
apple_articles.csv:2534,009,0.501952
apple_articles.csv:2534,003,0.33703
apple_articles.csv:2534,071,0.132281
apple_articles.csv:2534,032,0.028737
apple_articles.csv:2569,012,0.717374
apple_articles.csv:2569,003,0.180252
apple_articles.csv:2569,042,0.102374
apple_articles.csv:2604,027,0.44746
apple_articles.csv:2604,057,0.229651
apple_articles.csv:2604,063,0.123826
apple_articles.csv:2604,031,0.112212
apple_articles.csv:2604,026,0.086851
apple_articles.csv:2639,038,0.799207
apple_articles.csv:2639,031,0.12122
apple_articles.csv:2639,009,0.079573
apple_articles.csv:2674,000,0.256836
apple_articles.csv:2674,044,0.192839
apple_articles.csv:2674,027,0.170926
apple_articles.csv:2674,035,0.165379
apple_articles.csv:2674,041,0.116099
apple_articles.csv:2674,049,0.097921
apple_articles.csv:2709,016,0.559831
apple_articles.csv:2709,056,0.440169
apple_articles.csv:2744,058,0.391463
apple_articles.csv:2744,038,0.20829
apple_articles.csv:2744,040,0.194279
apple_articles.csv:2744,025,0.113651
apple_articles.csv:2744,029,0.092316
apple_articles.csv:2779,046,0.263428
apple_articles.csv:2779,019,0.179607
apple_articles.csv:2779,047,0.170443
apple_articles.csv:2779,012,0.122647
apple_articles.csv:2779,024,0.105846
apple_articles.csv:2779,018,0.06787
apple_articles.csv:2779,000,0.047239
apple_articles.csv:2779,002,0.042921
apple_articles.csv:2814,010,0.471327
apple_articles.csv:2814,019,0.197982
apple_articles.csv:2814,025,0.145716
apple_articles.csv:2814,031,0.106929
apple_articles.csv:2814,040,0.078046
apple_articles.csv:2849,058,0.331341
apple_articles.csv:2849,029,0.256005
apple_articles.csv:2849,009,0.244418
apple_articles.csv:2849,052,0.168236
apple_articles.csv:2884,019,0.882275
apple_articles.csv:2884,017,0.117725
apple_articles.csv:2919,017,0.578432
apple_articles.csv:2919,002,0.195445
apple_articles.csv:2919,015,0.161382
apple_articles.csv:2919,031,0.06474
apple_articles.csv:2954,056,1.0
apple_articles.csv:2989,009,0.483771
apple_articles.csv:2989,035,0.443974
apple_articles.csv:2989,046,0.072256
apple_articles.csv:3024,034,0.442694
apple_articles.csv:3024,026,0.212911
apple_articles.csv:3024,059,0.18862
apple_articles.csv:3024,013,0.155775
apple_articles.csv:3059,037,1.0
apple_articles.csv:3094,016,0.778536
apple_articles.csv:3094,043,0.109042
apple_articles.csv:3094,035,0.084043
apple_articles.csv:3094,034,0.02838
apple_articles.csv:3129,017,0.95158
apple_articles.csv:3129,034,0.04842
apple_articles.csv:3164,003,0.529275
apple_articles.csv:3164,037,0.167661
apple_articles.csv:3164,058,0.135542
apple_articles.csv:3164,010,0.113352
apple_articles.csv:3164,072,0.054171
apple_articles.csv:3199,039,1.0
apple_articles.csv:3234,060,1.0
apple_articles.csv:3269,016,0.803718
apple_articles.csv:3269,006,0.092809
apple_articles.csv:3269,028,0.053623
apple_articles.csv:3269,059,0.049849
apple_articles.csv:3304,069,0.506771
apple_articles.csv:3304,029,0.118242
apple_articles.csv:3304,030,0.099812
apple_articles.csv:3304,005,0.0897
apple_articles.csv:3304,000,0.083588
apple_articles.csv:3304,027,0.068503
apple_articles.csv:3304,057,0.021972
apple_articles.csv:3304,009,0.011411
apple_articles.csv:3339,009,0.49766
apple_articles.csv:3339,029,0.435807
apple_articles.csv:3339,005,0.066533
apple_articles.csv:3374,064,1.0
apple_articles.csv:3409,030,0.505374
apple_articles.csv:3409,021,0.414727
apple_articles.csv:3409,009,0.079898
apple_articles.csv:3444,018,1.0
apple_articles.csv:3479,036,0.377606
apple_articles.csv:3479,031,0.18262
apple_articles.csv:3479,048,0.152705
apple_articles.csv:3479,000,0.135907
apple_articles.csv:3479,005,0.087222
apple_articles.csv:3479,063,0.06394
apple_articles.csv:3514,038,0.784096
apple_articles.csv:3514,012,0.110405
apple_articles.csv:3514,018,0.05761
apple_articles.csv:3514,028,0.047889
apple_articles.csv:3549,036,0.6023
apple_articles.csv:3549,057,0.3977
apple_articles.csv:3584,002,0.731698
apple_articles.csv:3584,018,0.23284
apple_articles.csv:3584,056,0.035462
apple_articles.csv:3619,012,0.661301
apple_articles.csv:3619,018,0.170625
apple_articles.csv:3619,036,0.067875
apple_articles.csv:3619,026,0.042289
apple_articles.csv:3619,019,0.041629
apple_articles.csv:3619,009,0.01628
apple_articles.csv:3654,038,0.891864
apple_articles.csv:3654,017,0.058377
apple_articles.csv:3654,002,0.049758
apple_articles.csv:3689,009,0.396482
apple_articles.csv:3689,002,0.191856
apple_articles.csv:3689,011,0.160556
apple_articles.csv:3689,020,0.108025
apple_articles.csv:3689,006,0.100079
apple_articles.csv:3689,052,0.043002
apple_articles.csv:3724,003,0.618768
apple_articles.csv:3724,019,0.138594
apple_articles.csv:3724,020,0.13486
apple_articles.csv:3724,000,0.107779
apple_articles.csv:3759,012,0.403354
apple_articles.csv:3759,009,0.308734
apple_articles.csv:3759,029,0.13998
apple_articles.csv:3759,025,0.119247
apple_articles.csv:3759,050,0.028686
apple_articles.csv:3794,034,1.0
apple_articles.csv:3829,007,0.404649
apple_articles.csv:3829,021,0.363653
apple_articles.csv:3829,013,0.231698
apple_articles.csv:3864,028,0.48389
apple_articles.csv:3864,005,0.261976
apple_articles.csv:3864,044,0.08548
apple_articles.csv:3864,010,0.077908
apple_articles.csv:3864,056,0.056433
apple_articles.csv:3864,036,0.034313
apple_articles.csv:3899,029,0.476701
apple_articles.csv:3899,025,0.302328
apple_articles.csv:3899,054,0.220971
apple_articles.csv:3934,020,0.693364
apple_articles.csv:3934,025,0.232664
apple_articles.csv:3934,005,0.071254
apple_articles.csv:3934,032,0.002718
apple_articles.csv:3969,036,0.361257
apple_articles.csv:3969,041,0.324395
apple_articles.csv:3969,024,0.113785
apple_articles.csv:3969,049,0.098024
apple_articles.csv:3969,052,0.075696
apple_articles.csv:3969,000,0.026844
apple_articles.csv:4004,044,0.503603
apple_articles.csv:4004,016,0.318026
apple_articles.csv:4004,040,0.097075
apple_articles.csv:4004,011,0.074952
apple_articles.csv:4004,007,0.006345
apple_articles.csv:4039,014,0.883956
apple_articles.csv:4039,037,0.06605
apple_articles.csv:4039,066,0.049994
apple_articles.csv:4074,021,0.411524
apple_articles.csv:4074,000,0.277954
apple_articles.csv:4074,005,0.087727
apple_articles.csv:4074,030,0.078455
apple_articles.csv:4074,018,0.07588
apple_articles.csv:4074,033,0.06846
apple_articles.csv:4109,072,0.691188
apple_articles.csv:4109,001,0.269089
apple_articles.csv:4109,083,0.039723
apple_articles.csv:4144,020,1.0
apple_articles.csv:4179,017,0.277072
apple_articles.csv:4179,009,0.256197
apple_articles.csv:4179,005,0.169768
apple_articles.csv:4179,058,0.129259
apple_articles.csv:4179,062,0.063538
apple_articles.csv:4179,003,0.056926
apple_articles.csv:4179,021,0.047239
apple_articles.csv:4214,045,0.600285
apple_articles.csv:4214,006,0.17333
apple_articles.csv:4214,028,0.115073
apple_articles.csv:4214,005,0.067018
apple_articles.csv:4214,001,0.044294
apple_articles.csv:4249,060,0.533611
apple_articles.csv:4249,018,0.310991
apple_articles.csv:4249,026,0.155398
apple_articles.csv:4284,061,0.453266
apple_articles.csv:4284,024,0.451757
apple_articles.csv:4284,025,0.094978
apple_articles.csv:4319,024,0.592947
apple_articles.csv:4319,018,0.213878
apple_articles.csv:4319,053,0.130886
apple_articles.csv:4319,005,0.062288
apple_articles.csv:4354,008,0.522489
apple_articles.csv:4354,006,0.31148
apple_articles.csv:4354,013,0.10361
apple_articles.csv:4354,044,0.062421
apple_articles.csv:4389,068,0.565871
apple_articles.csv:4389,001,0.434129
apple_articles.csv:4424,003,0.438116
apple_articles.csv:4424,002,0.163711
apple_articles.csv:4424,021,0.132749
apple_articles.csv:4424,001,0.091469
apple_articles.csv:4424,070,0.069116
apple_articles.csv:4424,004,0.042795
apple_articles.csv:4424,031,0.039589
apple_articles.csv:4424,071,0.022455
apple_articles.csv:4459,020,0.487127
apple_articles.csv:4459,058,0.290678
apple_articles.csv:4459,031,0.222195
apple_articles.csv:4494,052,0.517046
apple_articles.csv:4494,000,0.158354
apple_articles.csv:4494,053,0.094233
apple_articles.csv:4494,005,0.071523
apple_articles.csv:4494,017,0.043234
apple_articles.csv:4494,019,0.037895
apple_articles.csv:4494,001,0.037218
apple_articles.csv:4494,051,0.025887
apple_articles.csv:4494,040,0.014611
apple_articles.csv:4529,039,0.332956
apple_articles.csv:4529,053,0.283792
apple_articles.csv:4529,009,0.127831
apple_articles.csv:4529,000,0.095706
apple_articles.csv:4529,021,0.084914
apple_articles.csv:4529,005,0.074801
apple_articles.csv:4564,026,0.53367
apple_articles.csv:4564,022,0.23658
apple_articles.csv:4564,069,0.116638
apple_articles.csv:4564,045,0.113112
apple_articles.csv:4599,036,0.703895
apple_articles.csv:4599,031,0.13412
apple_articles.csv:4599,006,0.065356
apple_articles.csv:4599,003,0.059113
apple_articles.csv:4599,063,0.037516
apple_articles.csv:4634,005,0.540727
apple_articles.csv:4634,027,0.1227
apple_articles.csv:4634,003,0.102386
apple_articles.csv:4634,035,0.095509
apple_articles.csv:4634,000,0.082783
apple_articles.csv:4634,030,0.055895
apple_articles.csv:4669,051,0.60586
apple_articles.csv:4669,064,0.205164
apple_articles.csv:4669,056,0.188977
apple_articles.csv:4704,056,1.0
apple_articles.csv:4739,036,0.891792
apple_articles.csv:4739,066,0.108208
apple_articles.csv:4774,036,0.605636
apple_articles.csv:4774,016,0.394364
apple_articles.csv:4809,036,0.30081
apple_articles.csv:4809,014,0.140122
apple_articles.csv:4809,037,0.12499
apple_articles.csv:4809,031,0.098002
apple_articles.csv:4809,005,0.094534
apple_articles.csv:4809,056,0.092559
apple_articles.csv:4809,027,0.082836
apple_articles.csv:4809,009,0.066147
apple_articles.csv:4844,061,0.370791
apple_articles.csv:4844,004,0.190403
apple_articles.csv:4844,021,0.084003
apple_articles.csv:4844,023,0.082329
apple_articles.csv:4844,009,0.074093
apple_articles.csv:4844,003,0.060715
apple_articles.csv:4844,050,0.049278
apple_articles.csv:4844,056,0.04621
apple_articles.csv:4844,041,0.042179
apple_articles.csv:4879,017,0.33972
apple_articles.csv:4879,002,0.146061
apple_articles.csv:4879,003,0.108836
apple_articles.csv:4879,000,0.089628
apple_articles.csv:4879,005,0.084644
apple_articles.csv:4879,008,0.076954
apple_articles.csv:4879,015,0.059573
apple_articles.csv:4879,001,0.058641
apple_articles.csv:4879,055,0.035942
apple_articles.csv:4914,007,0.637318
apple_articles.csv:4914,011,0.301979
apple_articles.csv:4914,023,0.060703
apple_articles.csv:4949,057,0.253558
apple_articles.csv:4949,031,0.237896
apple_articles.csv:4949,009,0.199461
apple_articles.csv:4949,026,0.111204
apple_articles.csv:4949,027,0.07583
apple_articles.csv:4949,062,0.054442
apple_articles.csv:4949,018,0.03873
apple_articles.csv:4949,001,0.028878
apple_articles.csv:4984,024,0.535582
apple_articles.csv:4984,003,0.182408
apple_articles.csv:4984,055,0.137105
apple_articles.csv:4984,013,0.132135
apple_articles.csv:4984,012,0.01277
apple_articles.csv:5019,000,0.295027
apple_articles.csv:5019,021,0.278962
apple_articles.csv:5019,005,0.129985
apple_articles.csv:5019,030,0.123637
apple_articles.csv:5019,004,0.068188
apple_articles.csv:5019,013,0.061903
apple_articles.csv:5019,041,0.042297
apple_articles.csv:5054,028,0.745456
apple_articles.csv:5054,061,0.168731
apple_articles.csv:5054,024,0.085813
apple_articles.csv:5089,042,0.567562
apple_articles.csv:5089,060,0.119002
apple_articles.csv:5089,000,0.09442
apple_articles.csv:5089,029,0.090459
apple_articles.csv:5089,009,0.065059
apple_articles.csv:5089,027,0.043708
apple_articles.csv:5089,003,0.01979
apple_articles.csv:5124,033,0.655206
apple_articles.csv:5124,019,0.12135
apple_articles.csv:5124,018,0.120792
apple_articles.csv:5124,010,0.083416
apple_articles.csv:5124,027,0.019237
apple_articles.csv:5159,012,0.348138
apple_articles.csv:5159,005,0.277525
apple_articles.csv:5159,032,0.213926
apple_articles.csv:5159,000,0.10567
apple_articles.csv:5159,054,0.054742
apple_articles.csv:5194,066,0.48
apple_articles.csv:5194,000,0.305716
apple_articles.csv:5194,010,0.214284
apple_articles.csv:5229,037,0.598829
apple_articles.csv:5229,041,0.146421
apple_articles.csv:5229,010,0.110809
apple_articles.csv:5229,000,0.109352
apple_articles.csv:5229,009,0.034589
apple_articles.csv:5264,041,0.359282
apple_articles.csv:5264,048,0.190391
apple_articles.csv:5264,021,0.155068
apple_articles.csv:5264,005,0.15329
apple_articles.csv:5264,002,0.141969
apple_articles.csv:5299,006,0.442614
apple_articles.csv:5299,008,0.392554
apple_articles.csv:5299,013,0.164833
apple_articles.csv:5334,041,0.249223
apple_articles.csv:5334,005,0.23781
apple_articles.csv:5334,024,0.167882
apple_articles.csv:5334,013,0.113047
apple_articles.csv:5334,019,0.104355
apple_articles.csv:5334,002,0.081938
apple_articles.csv:5334,047,0.045745
apple_articles.csv:5369,051,0.625365
apple_articles.csv:5369,048,0.374635
apple_articles.csv:5404,057,1.0
apple_articles.csv:5439,027,0.319378
apple_articles.csv:5439,044,0.192718
apple_articles.csv:5439,011,0.18147
apple_articles.csv:5439,000,0.096809
apple_articles.csv:5439,035,0.086362
apple_articles.csv:5439,001,0.079453
apple_articles.csv:5439,013,0.04381
apple_articles.csv:5474,000,0.499898
apple_articles.csv:5474,019,0.278322
apple_articles.csv:5474,027,0.142423
apple_articles.csv:5474,041,0.079358
apple_articles.csv:5515,035,0.2665
apple_articles.csv:5515,000,0.234589
apple_articles.csv:5515,031,0.183051
apple_articles.csv:5515,071,0.178311
apple_articles.csv:5515,032,0.081102
apple_articles.csv:5515,054,0.056447
apple_articles.csv:5550,018,0.763998
apple_articles.csv:5550,024,0.236002
apple_articles.csv:5585,043,0.701704
apple_articles.csv:5585,009,0.15343
apple_articles.csv:5585,054,0.144867
apple_articles.csv:5620,019,0.366048
apple_articles.csv:5620,047,0.175005
apple_articles.csv:5620,013,0.156281
apple_articles.csv:5620,001,0.109007
apple_articles.csv:5620,004,0.103988
apple_articles.csv:5620,003,0.039249
apple_articles.csv:5620,017,0.025563
apple_articles.csv:5620,046,0.024859
apple_articles.csv:5655,062,0.689281
apple_articles.csv:5655,015,0.153804
apple_articles.csv:5655,002,0.084813
apple_articles.csv:5655,020,0.072103
apple_articles.csv:5690,003,0.595266
apple_articles.csv:5690,005,0.35007
apple_articles.csv:5690,011,0.054664
apple_articles.csv:5725,069,0.234476
apple_articles.csv:5725,026,0.129104
apple_articles.csv:5725,027,0.128592
apple_articles.csv:5725,057,0.122911
apple_articles.csv:5725,067,0.121127
apple_articles.csv:5725,064,0.091961
apple_articles.csv:5725,060,0.07859
apple_articles.csv:5725,012,0.076915
apple_articles.csv:5725,035,0.016325
apple_articles.csv:5760,030,0.5297
apple_articles.csv:5760,029,0.163936
apple_articles.csv:5760,042,0.112476
apple_articles.csv:5760,000,0.104122
apple_articles.csv:5760,005,0.089765
apple_articles.csv:5795,036,0.29769
apple_articles.csv:5795,006,0.265492
apple_articles.csv:5795,007,0.211895
