,Date,Open,High,Low,Close,Adj Close,Volume,bb_bbm,bb_bbh,bb_bbl,atr,macd,cci,ema,roc,sma12,sma5,stochastic_oscillator,mtm6,mtm12
49,2000-03-14,4.329241000000001,4.4375,4.071429,4.080357,3.5323550000000004,107144800,4.245005599999998,4.651170263901924,3.838840936098072,0.2618704537076348,0.10145937228948387,-19.101692192702988,4.284892320559186,3.510762655366721,4.3521205,4.325446199999999,24.802064346522773,-9.09994767021048,3.510762655366721
50,2000-03-15,4.129464,4.294643,4.075893,4.151786,3.59419,110902400,4.240094899999998,4.648269206226106,3.8319205937738903,0.2587904212999466,0.08230578397239707,-26.791480351248627,4.267144811151295,2.6490100609621337,4.3610490833333335,4.284374799999999,33.24538819974899,-5.391654758359139,2.6490100609621337
51,2000-03-16,4.189732,4.357143,4.089286,4.341518,3.7584410000000004,94525200,4.2533761499999985,4.656570363880746,3.85018193611925,0.2594380340642361,0.08149676994650257,4.760365078660754,4.2770612363311225,6.052348091603048,4.381696416666666,4.2794642,55.67281573366808,-0.35860654561945754,6.052348091603048
52,2000-03-17,4.290179,4.464286,4.272321,4.464286,3.864721,76260800,4.271456499999998,4.678411834949922,3.8645011650500747,0.2546185316310764,0.08972764761913332,54.79538872200948,4.30202453815364,-4.076735414431129,4.365885416666667,4.2741072,63.782094082814,2.249505333284791,-4.076735414431129
53,2000-03-20,4.410714,4.508929,4.370536,4.392857,3.802885,51122400,4.292438649999999,4.678456189353478,3.9064211106465208,0.24631670794314234,0.08945576377154563,58.593498569620756,4.314135533066488,0.8196655468962224,4.3688615833333335,4.2861608,49.82692310673416,-2.186872574492801,0.8196655468962224
54,2000-03-21,4.377232,4.883929,4.34375,4.819196,4.171965,131082000,4.330161849999999,4.764260892708589,3.8960628072914085,0.2673068716614893,0.12223325917561212,154.8997053795104,4.381476928657623,5.419902616884122,4.389508833333333,4.4339286,92.03286153846149,11.231321503147432,5.419902616884122
55,2000-03-22,4.742188,5.15625,4.698661,5.149554,4.457957,141999200,4.380050249999998,4.933587673654402,3.8265128263455948,0.2808984522570972,0.1728740061824947,249.04632787190522,4.4838872048366065,14.71906210046742,4.444568416666667,4.6334822,99.38275531170582,26.20351601587802,14.71906210046742
56,2000-03-23,5.071429,5.370536,5.0,5.046875,4.369066,140641200,4.426674099999999,5.037022665728767,3.816325534271231,0.28730113423873316,0.20238881359606342,250.18675211078624,4.558952244191726,15.005082726182462,4.499441916666666,4.7745536,75.08588592009738,21.559131419586645,15.005082726182462
57,2000-03-24,5.087054,5.140625,4.839286,4.953125,4.287908,111728400,4.477232149999999,5.0861182147294475,3.8683460852705505,0.2883038389359665,0.21572789275374848,163.81408775090347,4.611508611632829,13.67827496136804,4.549107083333333,4.8723214,67.86939028117003,14.087399844939034,13.67827496136804
58,2000-03-27,4.915179,5.169643,4.888393,4.984375,4.314961,69795600,4.524218749999999,5.137344656339924,3.9110928436600747,0.2877999932976832,0.22621317821627862,146.60399271669587,4.661224130081786,14.161565398272272,4.600632416666667,4.990625,70.27488882747915,11.649992854400447,14.161565398272272
59,2000-03-28,4.901786,5.071429,4.897321,4.96875,4.301435,50741600,4.5679687499999995,5.176843174265918,3.959094325734081,0.279679136633563,0.2306037787556825,114.78816833366065,4.702227579404214,10.6361934603127,4.640439,5.0205358,69.0721395543246,13.10975977592714,10.6361934603127
60,2000-03-29,4.977679,4.979911,4.7795760000000005,4.854911,4.202883,59959200,4.5780134,5.198747450002546,3.9572793499974535,0.2740116983025942,0.22233457087338326,74.9049265280357,4.722585368816986,12.05565540604015,4.683965833333334,4.9616072,60.30927398589955,0.7410987226915156,12.05565540604015
61,2000-03-30,4.770089,4.917411,4.479911,4.491071,3.887907,103600000,4.584709800000001,5.198620577886367,3.9707990221136344,0.2856894341381232,0.18429784594140308,11.351188075086881,4.691716786308055,10.065638864442487,4.718192,4.8504464,32.302343071048,-12.787185064959031,10.065638864442487
62,2000-03-31,4.551339,4.901786,4.5,4.850446,4.199018,101158400,4.598660650000001,5.223317202043212,3.97400409795679,0.29461983169968586,0.18106482388994927,38.167100845533774,4.712880681466981,16.82793862689453,4.776413666666667,4.8299106,59.965576353602856,-3.8920916408668766,16.82793862689453
63,2000-04-03,4.839286,4.982143,4.622768,4.761161,4.1217239999999995,82140800,4.612276750000001,5.23863393969447,3.985919560305532,0.299245200863994,0.16934596246627454,43.40859625908617,4.7193180572713835,9.665812741073529,4.811383916666666,4.7852678,52.931039676574954,-3.8756138801261746,9.665812741073529
64,2000-04-04,4.736607,4.75,4.169643,4.546875,3.936218,165082400,4.620200850000002,5.238992296867614,4.0014094031323895,0.3201218293737087,0.14114060992674293,-31.41565682194667,4.6963256496352,1.8499934816004076,4.818266333333333,4.7008928,35.71426341463411,-8.77742946708464,1.8499934816004076
65,2000-04-05,4.516741000000001,4.745536,4.428571,4.65625,4.030901999999999,114416400,4.635156200000002,5.24213908814088,4.028173311859123,0.319896341561301,0.12615903047352894,-4.8817578600663465,4.69098222968384,5.995938406371975,4.84021575,4.6611606,40.52042938046936,-6.289308176100629,5.995938406371975
66,2000-04-06,4.665179,4.803571,4.401786,4.470982,3.870517,64906800,4.640401750000001,5.239757594164344,4.0410459058356585,0.3257455314497794,0.09820440234951722,-21.846316661743657,4.661648865725995,-7.225562106210239,4.811197916666667,4.6571428,25.092910026122254,-7.908054339204161,-7.225562106210239
67,2000-04-07,4.544643,4.709821,4.482143,4.705357,4.073416,60608800,4.6511160500000015,5.247062478261294,4.055169621738709,0.3195379220605094,0.09388007088655037,-4.294395081152418,4.66747661696253,-8.625931488435697,4.7741815,4.628125,44.60963632896521,4.771378586533155,-8.625931488435697
68,2000-04-10,4.703125,4.741071,4.455357,4.464286,3.864721,53065600,4.657700900000002,5.2422245535501055,4.073177246449898,0.3171219276276158,0.0701914685051781,-29.996758671396638,4.640384534700859,-11.543559133126926,4.725632416666667,4.56875,24.535324962340567,-7.961329741636118,-11.543559133126926
