,Open0,Open1,Open2,High0,High1,High2,Low0,Low1,Low2,Volume0,Volume1,Volume2
941,0.003351955794500419,0.010433473970102324,0.08990709147660954,-0.0010787356397604561,0.022858616738307733,-0.021779881098547275,0.0036829835228052443,0.018762730626341595,-0.022445714149146832,1.4226381655659329e-05,-0.02239854350906055,0.028416199350578715
942,0.004759635631383196,0.007957938680419595,0.043987021313694655,-0.000475094387415584,0.01036395159973124,-0.009888857212315656,0.0016969825346892474,0.008511417451492987,-0.010208399986182233,3.825487841048681e-05,-0.010215512445404026,0.012935597959583973
943,0.004192488796438099,0.007916760924167779,0.04978553199880188,-0.0005608512317830475,0.01204309113153566,-0.011482239899752611,0.001954892161607766,0.009887581514133829,-0.011842473675741594,1.828036108666916e-05,-0.01185342403332197,0.015014546789137355
944,0.003992652392433757,0.007340953956999281,0.044979640220465605,-0.0005045337564385038,0.010826327001202304,-0.010321793244763799,0.001756707029494269,0.008888485445396959,-0.010645192474891227,2.7108560484385356e-05,-0.010616385846292589,0.013467298347461949
945,0.003400524806122315,0.008536544787863731,0.06587379455977224,-0.0008094084471752519,0.016489230333928732,-0.01567982188675348,0.002596144290216342,0.013524552435222024,-0.016120696725438366,-0.00011215962544151804,-0.016193157861634562,0.020512330434839035
946,0.004193708827009512,0.007498759178306176,0.04451237202183242,-0.0005104208632190953,0.010645428478275232,-0.010135007615056138,0.0016995924307162266,0.008735348793438413,-0.010434941224154639,-1.8303793287972046e-05,-0.010418593559868834,0.01322062218108639
947,0.0041566575129235025,0.007923187321639795,0.050380176134305926,-0.0005571087094758333,0.012213184451341019,-0.011656075741865186,0.00200511873890239,0.010030992924834316,-0.012036111663736707,2.6991873018221814e-05,-0.01213069567448982,0.01531545054920853
948,0.0035580517300253943,0.0071953741921219954,0.048098477251271546,-0.0005467003943665206,0.011765421358275177,-0.011218720963908654,0.0019121843874928498,0.009660003306633755,-0.011572187694126605,3.840645214451158e-05,-0.011526539892984595,0.014627957903575066
949,0.003212543426192478,0.00764920548809575,0.05756714138330893,-0.0006645258678361997,0.014358665608485307,-0.013694139740649106,0.0023388384465210087,0.01179004985906937,-0.014128888305590375,2.4537750896116647e-05,-0.014172643223009292,0.017933853937202635
950,0.002303665290056121,0.008371830468480439,0.0765143458460748,-0.0009206696099501962,0.0195998357560918,-0.018679166146141606,0.003166224899361571,0.016089249343672982,-0.019255474243034552,2.8226319343847438e-05,-0.019202871395879412,0.024365034952971387
951,0.002955872835126217,0.0068844452689264864,0.05073737772849893,-0.000619538758278058,0.0126113296904181,-0.01199179093214004,0.001984648033580593,0.010343721679608462,-0.012328369713189055,-8.268536792882598e-05,-0.012368904711963325,0.015675874665453345
952,0.002912578599424705,0.006861983969437127,0.051221584416185136,-0.0005983408016067847,0.01275923180746568,-0.012160891005858897,0.002063114717264472,0.010474210294864342,-0.012537325012128816,9.25840421468001e-06,-0.01254283430572923,0.015893829788120505
953,0.002158056519509462,0.009009491771666022,0.08572303406554625,-0.0010595787389437701,0.022063333446245843,-0.02100375470730207,0.0035192204512453315,0.018104022867019964,-0.021623243318265293,-5.59517886993092e-05,-0.021632751355922852,0.027430070582211103
954,0.0031995647533769123,0.007670226635144013,0.05795943096836156,-0.0006706251187582832,0.014465369796096346,-0.013794744677338062,0.0023539681115196257,0.011877291345551847,-0.01423125945707147,3.817630816093027e-05,-0.014219714200749915,0.018022147917069478
955,0.003211922702934339,0.007208966574585499,0.05212365941153965,-0.0006037701525364815,0.012919053216165058,-0.012315283063628578,0.002092962054832643,0.01060607581527316,-0.012699037870105803,7.849774061590337e-06,-0.012729398043350718,0.016116283837028313
956,0.004340285484787343,0.004857652367545031,0.010657946593700637,-7.934243347279871e-05,0.0016682635578377045,-0.0015889211243649052,0.0002675996533017829,0.0013691401743670599,-0.001636739827668842,3.928309756302253e-06,-0.0016178625733474917,0.0020607570703415844
957,0.0026248005288513803,0.00904083593159084,0.08085820870458893,-0.0009941305214536773,0.02065499348804701,-0.019660862966593334,0.003290343036333174,0.016947707206814804,-0.020238050243147974,-5.985294276376381e-05,-0.02025078824389561,0.025677389826103333
958,0.003929065241739869,0.007091647390370671,0.04256142757229663,-0.0004838023245404282,0.01020182132802814,-0.009718019003487706,0.0016391396625488682,0.008373061957270785,-0.01001220161981965,4.275398725300507e-06,-0.009975445794192163,0.01266510270709456
959,0.003977965156814546,0.006844321492908189,0.03905335279051803,-0.000432988562746335,0.009264454663121605,-0.00883146610037527,0.0015008655705048318,0.007605777454927828,-0.00910664302543266,4.159447853159531e-06,-0.009133130036006912,0.011560806233779915
960,0.0037175829127871615,0.006335408186817192,0.03570588718034958,-0.00039953887742786735,0.00844762253685132,-0.008048083659423453,0.0013593724928711501,0.006933663899401521,-0.00829303639227267,1.1653556787438534e-05,-0.008246011708636168,0.010476984422161962
961,0.0036409795933254187,0.0064304223928649835,0.037721270021923894,-0.00042618531817591274,0.008999924101818787,-0.008573738783642874,0.0014472300767795038,0.007386814309037624,-0.008834044385817127,9.10481520070223e-06,-0.008789886957707709,0.011165373641179383
962,0.0038375813138520117,0.005842878081540574,0.02835412934098029,-0.0003048933920664993,0.006474854901265931,-0.00616996150919943,0.0010445201998774258,0.005314882663126135,-0.006359402863003561,2.6925847447474354e-06,-0.006356827110464544,0.008058745926165572
963,0.004098963069942471,0.005810446582569474,0.02514811338995015,-0.0002490801986110201,0.005563037147957893,-0.005313956949346874,0.0009223943176579174,0.004570570460212402,-0.00549296477787032,3.0642545804862294e-05,-0.005520043860233585,0.006973946073016215
964,0.002755836206367007,0.007310523040214752,0.05848296773805955,-0.0006887609286882792,0.014718936517454628,-0.014030175588766347,0.002382859976358474,0.012083433238095118,-0.014466293214453592,1.9360224285041038e-05,-0.014458063138614037,0.018327024658123636
965,0.003457414729755065,0.006215139260107448,0.03690848778300018,-0.000442926683327532,0.008826146017824908,-0.008383219334497375,0.0013708678278125021,0.0072361298010080915,-0.008606997628820593,-9.599365799747606e-05,-0.00867231684101651,0.010979028818777664
966,0.003776075503034224,0.006674039558488532,0.03932181173296555,-0.00043029925876134333,0.009391316263190654,-0.00896101700442931,0.0015381285434521441,0.007712705847349763,-0.009250834390801908,4.082165743885083e-05,-0.009238896043587267,0.011708027964601471
