4.348908877728424049e-01,5.091265735535431824e-01,1.353914219289200860e+00,-1.026659718770851076e-02,2.430750632806454314e-01,-2.328084660929368721e-01,4.149984561060056365e-02,1.999085217196955311e-01,-2.414083673302960253e-01,-3.518333505975211606e-03,-2.645607938912070134e-01,3.228292295963701708e-01
1.391986154653539476e-01,2.849250717016600376e-01,1.854274174894960714e+00,-2.810180919111254783e-02,4.508583810849270401e-01,-4.227565718938143258e-01,5.940854231463207902e-02,3.678707377649879651e-01,-4.272792800796200163e-01,-4.297817866665672171e-02,-5.042922499920791113e-01,6.053202131853099299e-01
2.553027964353736246e-01,3.401527552794043618e-01,1.356815731916217516e+00,-7.171618637174387301e-03,2.929305949860843694e-01,-2.857589763489100099e-01,6.009577120687432938e-02,2.425878190102636611e-01,-3.026835902171379766e-01,8.219601431179758555e-03,-3.390465184117036901e-01,4.066916694819618372e-01
2.072481164892006622e-01,2.920946815023163778e-01,1.248300941557444865e+00,-1.256747590715629262e-02,2.750608731773642734e-01,-2.624933972702079288e-01,4.511884525370720572e-02,2.259077492464526271e-01,-2.710265945001598675e-01,-5.520147612068853488e-03,-2.932412797442942587e-01,3.602236201340954236e-01
3.336002983586255910e-01,3.930620468800041789e-01,1.054825481540923038e+00,-9.554187064661032180e-03,1.902956296293268623e-01,-1.807414425646657885e-01,2.954781142354196560e-02,1.560127250768719720e-01,-1.855605365004138751e-01,-4.215216098962134422e-03,-1.940264200087834234e-01,2.420930032647965469e-01
3.740829621437283814e-01,3.961902619562699956e-01,6.421709463358152847e-01,-3.557202417935285965e-03,7.073335660640014955e-02,-6.717615418846484276e-02,1.097157889149258728e-02,5.798841725199522373e-02,-6.895999614348781448e-02,1.189197631094995183e-03,-6.292980602629610898e-02,8.296537228768803562e-02
3.608763327202736404e-01,3.837953917298899120e-01,6.458272499439965397e-01,-3.060908177651019968e-03,7.540531986658012553e-02,-7.234441168892909169e-02,1.311414976483009365e-02,6.205442131486945539e-02,-7.516857107969952823e-02,2.871846134898176778e-03,-7.041896000074415740e-02,9.130034729062622145e-02
2.339503444310144786e-01,2.917799812494396017e-01,9.476588489530290982e-01,-8.195175123906783127e-03,1.887020214103369287e-01,-1.805068462864301004e-01,3.178035587627691533e-02,1.551187294443177878e-01,-1.868990853205946268e-01,-8.891274641866821205e-05,-1.939768761878700454e-01,2.418107970045409449e-01
2.737410984493250377e-01,2.990610860152905781e-01,5.975922433079422502e-01,-2.573275770144930336e-03,8.597947843868158913e-02,-8.340620266853665532e-02,1.673096693589357087e-02,7.105208645301717973e-02,-8.778305338891076448e-02,4.018301242739654930e-03,-8.866725944033813922e-02,1.108869083948055556e-01
3.236997286148015629e-01,3.455267394130733249e-01,5.884112932061233980e-01,-3.510087772360361708e-03,6.984322502313849990e-02,-6.633313725077809309e-02,1.083806495704716516e-02,5.725942996396836404e-02,-6.809749492101555002e-02,-1.006647524251828851e-03,-6.938304923015509162e-02,8.745550059422975420e-02
2.286868024057544524e-01,2.721005962268897571e-01,7.657188144840743060e-01,-6.041730114583292871e-03,1.420279761431104404e-01,-1.359862460285271024e-01,2.416486737329532133e-02,1.167920393671745688e-01,-1.409569067404698728e-01,3.245355168115374167e-03,-1.365305108121682431e-01,1.748237768485279564e-01
