,Close
0,0.8610130184194742
1,0.8913599921237445
2,0.8774233084321852
3,0.8927440973936043
4,0.890075437796191
5,0.8901749908136432
6,0.8447999336086334
7,0.8718867586937411
8,0.8885938069257728
9,0.883551218533374
10,0.8684275081899651
11,0.8687242643341413
12,0.9004553433082714
13,0.8891851672885178
14,0.8428243393170243
15,0.813859447616011
16,0.7145118695422927
17,0.7654214490688533
18,0.7331945079156432
19,0.7544480291932758
20,0.7414991416099483
21,0.7950773807339222
22,0.7501981857079922
23,0.6958293556776558
24,
25,0.6635027992526372
26,0.6629113766355355
27,0.6409646012138825
28,0.6637019675418978
29,0.6754659803989833
30,0.695630125134038
31,0.7633463038349375
32,0.7491108365823083
33,0.7166866923023743
34,0.7404117945594098
35,0.745848664696543
36,0.7296355798857017
37,0.7334911395511055
38,0.7435742868438642
39,0.8118818279826534
40,0.8104977206376482
41,0.82898315795942
42,0.8300726590107115
43,0.8372879182375843
44,0.8233490826204173
45,0.8184061738293298
46,0.8106969532564112
47,0.8092132949690993
48,0.814156203760187
49,0.8480621054943986
50,0.8577508465337089
51,0.8717872077514341
52,0.8817728294436344
53,0.8517204620330783
54,0.8693156267720312
55,0.8698095881180767
56,0.8814760732994584
57,0.8803885975899153
58,0.8629906380528318
59,0.8576512935162568
60,0.8974899275666819
61,0.9494868562189263
62,0.9674783301195073
63,0.9636227704541036
64,0.9351517114401315
65,0.9449402565894669
66,0.9608544312553791
67,0.9760776946162399
68,0.9645129143779181
69,0.9834921843867308
70,0.932285973224708
71,0.9343611184586238
72,0.9304079066088025
73,0.903617837667871
74,0.889878232594322
75,0.9066828064269121
76,0.8881973711802857
77,0.8424280301553961
78,0.8588383201681069
79,0.8315542898811297
80,0.8082254988608675
81,0.7504949418521685
82,0.7411028324483204
83,0.7466393821867647
84,0.7119428895461906
85,0.797152525967838
86,0.7587975502047253
87,0.7635435069616616
88,0.7450580717150352
89,0.6913802816487544
90,0.6684457723732269
91,0.6564846186437745
92,0.621294353495371
93,0.6126928370730305
94,0.6148675975787552
95,0.5986565381096624
96,0.5504156804348719
97,0.5658360846681001
98,0.5814556571905891
99,0.5903518400858551
100,0.5979634728038582
101,0.5570395149694979
102,0.5655393285239241
103,0.5685046799360111
104,0.5674173308103272
105,0.521747544878035
106,0.5004938970165431
107,0.5235280236390251
108,0.5401353901946008
109,0.5443852959342412
110,0.5653421855764114
111,0.5805654489372725
112,0.5680108451738247
113,0.5589175193310465
114,0.5446820541535625
115,0.6060690025384046
116,0.5848174443481636
117,0.5918355627026691
118,0.5934168088448964
119,0.5769090575611295
120,0.5967785337481137
121,0.5602020736585996
122,0.5682100134630856
123,0.5471535085491064
124,0.5470539555316545
125,0.5407289045580982
126,0.5578301702053626
127,0.5469563676767392
128,0.5664295347020953
129,0.5885734530712606
130,0.5921323188468451
131,0.6139773893254385
132,0.6082437630441293
133,0.6217881882575573
134,0.6138798014705233
135,0.6189203624460284
136,0.6150647384511223
137,0.6575720320989604
138,0.6773440470148886
139,0.6670616671033669
140,0.6606370008580018
141,0.6555944124656032
142,0.6610333722739867
143,0.6620211061278618
144,0.6697323520425287
145,0.6899961763788947
146,0.6895022150328491
147,0.676750532651391
148,0.6722017810963241
149,0.6588586117682622
150,0.6758602621437177
151,0.6684457723732269
152,0.6366151424567903
153,0.6360216280932929
154,0.6503567106177308
155,0.6317717223536523
156,0.6234690517467385
157,0.6397797264876404
158,0.6406679073240633
159,0.633946482859377
160,0.639186212124143
161,0.6237637182196643
162,0.5906485983051764
163,0.6002378485813917
164,0.6166480742646001
165,0.6517408781419476
166,0.6414584982304259
167,0.6716104186584342
168,0.683669035734088
169,0.6775411256328989
170,0.7462429464412774
171,0.7476270517111376
172,0.7559318140644469
173,0.781732059480253
174,0.7972520789852899
175,0.7881567257256181
176,0.8016015999967392
177,0.7850937843834704
178,0.8037764248319661
179,0.8298734284670937
180,0.8246336348728254
181,0.8315542898811297
182,0.8407471687413599
183,0.8534989756315319
184,0.8850348768206862
185,0.8964025784409979
186,0.8992683166564215
187,0.8967968622608777
188,0.9283327613748866
189,0.9320887700979839
190,0.9294202370844298
191,0.9489928948728807
192,0.892546892191735
193,0.8468771041842973
194,0.8735676221829223
195,0.8602224275131121
196,0.8691185481540211
197,0.8980834419301795
198,0.8651653363041998
199,0.8853316329648622
200,0.8598259917676248
201,0.8253267022537747
202,0.8504360342893842
203,0.8288856302837162
204,0.834322502495995
205,0.8054572862460023
206,0.8237455183659044
207,0.8018983582160608
208,0.7733299001853895
209,0.778272808976477
210,0.7924087232116541
211,0.8132660598363726
212,0.8367939568915386
213,0.8599256692937907
214,0.8759395235610141
215,0.8682282776463475
216,0.8556736738828998
217,0.8080262662421045
218,0.8304669407554457
219,0.8060506740256406
220,0.8406496431408017
221,0.8062478792275098
222,0.8434178536805217
223,0.8183086482287711
224,0.8271050892683693
225,0.7996239803633818
226,0.7919148863743228
227,0.7781732559590251
228,0.7642344203418583
229,0.8210768587684911
230,0.8392655378709417
231,0.8230524509849553
232,0.8635819984155766
233,0.8720839638956104
234,0.8422308270286718
235,0.8032824634859206
236,0.8318510481004513
237,0.8555761482823412
238,0.8864169546736524
239,0.8788052617764375
240,0.9137009870357748
241,0.9255645508351666
242,0.9449402565894669
243,0.938413883325897
244,0.9155789270678212
245,0.9383163577253388
246,0.9179529824466659
247,0.9227963382203015
248,0.9288267227209321
249,0.9381191525234691
250,0.9532428628668781
251,0.9999999999999998
252,0.9815146913372326
253,0.9543302119925621
254,0.9589764912233327
255,0.9153818484498109
256,0.8945245118250924
257,0.886319429073094
258,0.8909657083038647
259,0.8685250337905233
260,0.8386720235074441
261,0.844999164152251
262,0.8587386426419408
263,0.8725777986577967
264,0.8619032889271481
265,0.8527082581413101
266,0.8916567482679207
267,0.9037173906853226
268,0.893337609681957
269,0.8683279551725132
270,0.8727770292014145
271,0.8570577791527596
272,0.8461840388784931
273,0.8696123829162072
274,0.865262861904758
275,0.8741611365464197
276,0.8332351533703111
277,0.7926057997545195
278,0.7953741389532436
279,0.7849942313660183
280,0.834322502495995
281,0.8271050892683693
282,0.8761367287628836
283,0.9032235538479914
284,0.870106344262253
285,0.8683279551725132
286,0.8424280301553961
287,0.8476678237496644
288,0.7995264547628234
289,0.8078291896992393
290,0.8084225754037324
291,0.8623971236893344
292,0.8425275831728478
293,0.8302697376287216
294,0.7997236599646931
295,0.8259202145421269
296,0.8198898300414963
297,0.7874656857615621
298,0.7573159193343066
299,0.7964614860037822
300,0.781041019516197
301,0.7933965193198862
302,0.7798541194482065
303,0.7886527144885569
304,0.797152525967838
305,0.8037764248319661
306,0.8148472437242429
307,0.8135628159805488
308,0.8248328674915884
309,0.8207801026243151
310,0.8197902790991898
311,0.825523905380499
312,0.8382757143458162
313,0.8468771041842973
314,0.8558729044265174
315,0.863878756634898
316,0.8622975727470279
317,0.870106344262253
318,0.8533017725048078
319,0.843615058882391
320,0.8662528099385973
321,0.8547855573759788
322,0.8182089686274603
323,0.812871776016493
324,0.8427247883747175
325,0.8536980816664357
326,0.8470743093861668
327,0.8484584146560266
328,0.8339261933343671
329,0.8208776282248735
330,0.8269080127255042
331,0.8232515570198589
332,0.8007113294890658
333,0.7740208135655859
334,0.7607751698380825
335,0.7834129229694342
336,0.7845999496212841
337,0.7713522805520321
338,0.782819535189796
339,0.764037341723848
340,0.7824252513699161
341,0.750395390909862
342,0.7427836959375018
343,0.7383366493254939
344,0.7206419315690893
345,0.753856668830531
346,0.7140180347801064
347,0.7280542694139722
348,0.7175769628100479
349,0.7431800050991295
350,0.7650271652489735
351,0.753360680067592
352,0.7725391806200228
353,0.7592935389676643
354,0.7446617625534073
355,0.7413995906676416
356,0.7308226065375516
357,0.7506920204701786
358,0.7501981857079922
359,0.7489136334555841
360,0.7338875752965928
361,0.7210362153889687
362,0.7171805270645606
363,0.7179712466299277
364,0.7018597401782867
365,0.741005306847762
366,0.7174772852838822
367,0.7116461313268692
368,0.7114469007832513
369,0.7083839594411034
370,0.7526696401035362
371,0.7732302205840784
372,0.7690799301162468
373,0.7974492841871594
374,0.8145526395056741
375,0.7988333894570196
376,0.789343754452613
377,0.7891465492507435
378,0.7900368197584173
379,0.8075324314799182
380,0.784203640459656
381,0.7701672792419307
382,0.7389281362720979
383,0.7448608685883111
384,0.7479238099304588
385,0.7408060763041442
386,0.7381374167067309
387,0.7476270517111376
388,0.7457491116790909
389,0.7415988212112594
390,0.7631470712161745
391,0.7769883812327829
392,0.7613686842015801
393,0.7544480291932758
394,0.7323062648248633
