,0,1,2,3,4,5,6,7,8,9,10,11
0,0.8387441742343463,0.8347116868065131,0.5005432670318198,0.7497093421874473,0.14689752977698195,0.8450673462077192,0.3377513158067499,0.14862721301411602,0.8333861185917992,0.8501975732601352,0.8404408308950623,0.15381852611507474
1,0.8712100852540902,0.8735603505021888,0.6207170684812623,0.6853669650057169,0.19399886330814775,0.8001455908848363,0.35946786542380715,0.19497628546571,0.7911085584722588,0.8413116872156122,0.8083080131479803,0.19114782537597125
2,0.9002187964550897,0.8980456464348283,0.6010164794876628,0.8903064728470478,0.15710695196540575,0.8261791861075864,0.420727742629163,0.16213575382525353,0.8045318737067045,0.9879267702798482,0.8085427091114229,0.18024071295643712
3,0.8776582942961345,0.8785213464370909,0.6139264717264933,0.7569841088528018,0.18467296408903244,0.8055535548389405,0.38498686165740725,0.18711834043606196,0.7919777776177157,0.9149455732154391,0.8150535020219254,0.18461547589721827
4,0.8903461872301687,0.8923682498847475,0.6419785901579296,0.7572222935153081,0.19108433083525,0.7989061562226081,0.39249914097733685,0.193628852463557,0.785076787942798,0.8949760985391974,0.7949944532724078,0.1995857017368014
5,0.8872220885562306,0.8852458834757633,0.574479241198814,0.7970435157243008,0.15033854704533223,0.838704365552256,0.3656910477368165,0.15317898547172043,0.8236677602611897,0.9338860756986795,0.8494511097418547,0.1504750983398322
6,0.8697290916744967,0.8672988662457798,0.565126782073308,0.8252659778663727,0.16130127448125253,0.8256909964425585,0.39262333510788516,0.16493437219373447,0.8083238992597546,0.9192500097233699,0.8076867369039749,0.1812175519999305
7,0.8297489353494255,0.8397373569479357,0.7109883661255973,0.5445485089870774,0.2902952187245398,0.7088544063151319,0.3991696088399911,0.2895269268750711,0.7058557237321397,0.7426065260531989,0.7059140152050023,0.29003935454888535
8,0.877427213074724,0.8756811199538165,0.570518704345192,0.7822419413830879,0.1567747974800653,0.832921788616654,0.3656150662267333,0.1593778160101446,0.8186563194366988,0.9272685462599576,0.846044156698835,0.15485432870637905
9,0.8853054277117933,0.8762625801163421,0.46513074102670615,0.8992196521018315,0.08201065525176626,0.9033471371914601,0.33866351524676064,0.08614034714576901,0.883872037417627,0.976156126620148,0.9059635505262273,0.09035249943161688
10,0.8673055331320626,0.8625867738092822,0.5291651528152921,0.8594248492318084,0.14054347937709122,0.8451446288731643,0.3859916257901358,0.14463810135407446,0.8262164907734164,0.9813408390326193,0.8489300883482809,0.1480890966636373
11,0.8636321109204961,0.8577598278365077,0.4897462269574543,0.7993514274755655,0.11702921720177467,0.8730300290242302,0.328457651031963,0.11943398594842475,0.8590691404025463,0.8971599665400698,0.877038291151585,0.12025788111942792
12,0.8721508699441372,0.8750577948555185,0.626681304033121,0.6657735411702946,0.19668303548388533,0.7985287148702304,0.3526392693603956,0.19726078863264584,0.7907285039588438,0.8142123786569953,0.8025881527083649,0.1953887401224147
13,0.8850176937500775,0.8945320728773898,0.7628641742774628,0.6808208339088051,0.27434326708678275,0.7172892796403982,0.449794333041249,0.2763944211573878,0.7055879361075518,0.8986841760199727,0.7245903919973675,0.27469799607586076
14,0.8615866037085792,0.8633080130587604,0.644227858145352,0.8385028061472513,0.2213239296779021,0.7628068633481934,0.4685271609488621,0.22613180114832337,0.7423150401278908,0.981011343306785,0.7445088745360139,0.24433851730471134
15,0.8281208490441214,0.8221638196507324,0.4793818536671979,0.8283502201812313,0.14445621970926897,0.8429365080368748,0.37476473842562474,0.14791194022961301,0.825982679970134,0.9246217409276349,0.8330865715524544,0.15887622782296895
16,0.7798420786015797,0.7860144013976624,0.681152402697947,0.7977213666897174,0.3225534774526402,0.6604881171037194,0.5645805378773423,0.3279289023779231,0.6390299135195643,0.9164068233816348,0.5889905741113286,0.3799679065512003
17,0.7287522047132232,0.7449258677172642,0.7596229934878769,0.45543315605671847,0.41666342578016036,0.5833888840979615,0.4997263734600405,0.41574770531835226,0.581789361414478,0.7537096164462951,0.584782746931187,0.41338942777673005
18,0.7365211818801962,0.7463282418493059,0.7033702192651291,0.692752228504621,0.3764679926398096,0.6109230230006761,0.5735763947490854,0.3802807011642708,0.594627365993241,0.9323076642470156,0.5860452734181578,0.4011428142143507
19,0.7226726256865871,0.7237630352193003,0.5019527554565186,0.583989886784511,0.25515252956802764,0.7428780633651462,0.3786289364719564,0.254753627945285,0.7384906218141263,0.7395670981855732,0.7302490936809973,0.261804734330489
20,0.7582585670233354,0.7630963251370132,0.6150195269337231,0.6800583726540745,0.29745368725833154,0.6934240461662521,0.47605213058827567,0.29982590546752963,0.680919154889293,0.8785085774113558,0.6807456407732004,0.3109902289554433
21,0.7570037187749947,0.763723011793194,0.6149661012161324,0.5441698433480306,0.29620426172076103,0.702763245541409,0.4057903538572485,0.29551394625870026,0.6995716344503679,0.7393136067679918,0.6958085866142532,0.29863045769295427
22,0.7744946171811398,0.7719418532768664,0.5188561190180377,0.8245500525509762,0.22130756348705877,0.7636499966499428,0.46144186168810497,0.22580261793895762,0.744110298463174,0.9645098788644519,0.7447231047357667,0.2439394753053431
23,0.6796147108435558,0.6858473188147274,0.5650433667713649,0.5247306193934135,0.33652343526843576,0.6621995105402136,0.442429157853293,0.3359875701289088,0.658840962882987,0.7604203043418585,0.6607044313045827,0.3359575244028379
25,0.6882484558838722,0.7067097044345372,0.8001340699026435,0.5143455673085771,0.4828418798238942,0.5114312292869305,0.6058597963859593,0.4842142535442899,0.5033642109775855,0.8118968902052504,0.4815313932716917,0.5046304055885467
26,0.6560241226030729,0.657702870603993,0.4882361336622816,0.6056233478789824,0.3098219081581999,0.6850353097309072,0.45261349224787256,0.3107075588038455,0.6771487045932221,0.8450820365030012,0.6926558968275391,0.3071096311151224
27,0.662738960629757,0.6616979753100386,0.46241364278316677,0.6941569095852043,0.2880181384239331,0.7023513712868015,0.4723141717504613,0.29056814178516444,0.6892343216866643,0.868261347436705,0.6800426161200855,0.30796007649619606
28,0.6463757419022553,0.6458881060991398,0.4424385010374714,0.6058502544576869,0.28885377038793736,0.7067158186187649,0.42855429314350085,0.28943770437274335,0.6995899768201725,0.8231934077115411,0.7114574305175032,0.2871754527295305
29,0.665385132138029,0.6659724758832616,0.4855244353637278,0.6587382210938042,0.30008552292605484,0.6919635650093321,0.46828868737182805,0.30201862321280304,0.6808151882978373,0.8833303400931438,0.693103636021054,0.3039738503427537
30,0.6775893161620081,0.6765394336445377,0.45757064201764963,0.6501062534647749,0.2699440251432055,0.7236595384322541,0.42916692892117414,0.2712427251621259,0.7142156595068953,0.8593511161366646,0.7298233531451654,0.2691444336339154
31,0.7023313176768299,0.7119783722024494,0.6112599010996465,0.41163787308200017,0.3433544656796683,0.6618287177015209,0.39302833998207876,0.34038498199652667,0.6659297363227294,0.5940661086176037,0.6350424105581377,0.3524560407292092
32,0.7556085183568033,0.7485322945889447,0.42137541601423356,0.81569954766532,0.17494344353835756,0.8121430750230789,0.4035064010488709,0.17856183703699535,0.794923337060863,0.9345028416566882,0.8020147732205984,0.18994545768653565
33,0.7229563035954648,0.7235299669513153,0.5265585785181675,0.7156666928997879,0.2734069044909485,0.7161946859017496,0.4663626345806161,0.27622499479468493,0.7021516652309452,0.9166913280280109,0.7131956427090927,0.2820391654504151
34,0.7311649697512912,0.7283452997285209,0.45605052330082063,0.679673415737302,0.21857314245841036,0.775057817534686,0.38491597230140007,0.21978257848211763,0.7654993250111435,0.8483744183856847,0.7799042768110559,0.21835650019387326
35,0.7299407896033875,0.7269321281580468,0.4518331013966661,0.679515180264872,0.21695792915354895,0.7767383108522696,0.3829736576473334,0.21814018694466175,0.7672504042848736,0.8403639575247663,0.7781172683736535,0.21882288229667013
36,0.7322147282471262,0.7264186493399069,0.4247516767451208,0.7760014577241816,0.19868515792529357,0.7899302358204375,0.4107729033795847,0.2017615942978782,0.7745388259453718,0.9318151203459633,0.7914140739580074,0.20515786072046271
37,0.7284116881015622,0.720662559301531,0.3873585868644298,0.7825156443053926,0.17780628047602604,0.8111460986512458,0.39000083167976274,0.18072315745652962,0.7960833816369614,0.9119307708753969,0.8071247346222701,0.18729171084930074
38,0.7414906431551546,0.738118069328216,0.44459105115690145,0.6580978635397048,0.20084119391050576,0.7946811315707796,0.35354582126014344,0.20130783316215628,0.7872504351962594,0.7645663002932616,0.7751634835872319,0.2138864046023311
39,0.768074431942062,0.7688247540429455,0.5156599697956392,0.5815274986502756,0.22099971472347757,0.7783588781806103,0.3380071494543653,0.22004593480156043,0.7754036933964235,0.7063079175624123,0.7639511767013143,0.22737544724038056
40,0.8095745534354329,0.8068345720498493,0.5143285334228485,0.7591665416568818,0.1838461855574403,0.8062797211890269,0.3851389728947522,0.18632835681710797,0.7925857184432596,0.9072936390344049,0.8108109040234253,0.18695893343380926
41,0.8107226262385684,0.8110226907507379,0.5628783555915042,0.72042259201784,0.21401822969945888,0.7773574692484848,0.4003022156974999,0.21607390582285801,0.7651886763575959,0.879113784348948,0.776742197907355,0.21927522213445333
42,0.8309993121301166,0.8240986090748286,0.4556531430855517,0.8014990053423894,0.12563141430523012,0.8640029018518507,0.33946275375200896,0.128210159269542,0.8495771053576149,0.9092503130153551,0.8695381590416665,0.12834546862018897
43,0.8359418951316968,0.8278724659704007,0.4452684031250693,0.838650403170477,0.11476029989482428,0.8730504284975086,0.34574495304390007,0.1180122685683267,0.8564935098744797,0.9374749467201979,0.8765438272454503,0.12039953657748015
44,0.8276857863942345,0.817674711813658,0.4119574614861665,0.8678129670025451,0.10119896767686648,0.8853543463160349,0.34487962796698124,0.10490582712116842,0.8673107019424968,0.9532233816162516,0.885973052625386,0.10973973839677381
45,0.8204490681568193,0.809556903854311,0.3949049551360183,0.8797684774633663,0.09706360244362372,0.8889249207304082,0.3461668936162038,0.10097778854750628,0.8702190514060548,0.9406718732740065,0.8777031542039064,0.11345388135500695
