3.218619829204572014e-02,2.494389985140773106e-02,6.258551016492601426e-02,4.845078756179929669e-01,5.066590945032045656e-01,4.926783107469562273e-01,5.260175091397083502e-01,5.069074014777097403e-01,4.916295577538970507e-01,9.901637947042500887e-01,4.853523275878804388e-01,5.117166159576805873e-01
3.257935390466856068e-02,2.454838827880774510e-02,4.800918209880297022e-02,4.908226147277725548e-01,4.990564976864753088e-01,5.003284844643876017e-01,5.180769341370630165e-01,4.992869752467381517e-01,4.993322973000917653e-01,9.879231934712321417e-01,4.929953623373279914e-01,5.040742090871973557e-01
3.203264530433404950e-02,2.399031060632833556e-02,4.809203571613970829e-02,4.924514240818436139e-01,4.995640575110806281e-01,4.997148711356487194e-01,5.197398362041254494e-01,4.998342785567144175e-01,4.985928217328561840e-01,9.930432195792241457e-01,4.924169769788220297e-01,5.046587961858848281e-01
3.236389081082434449e-02,2.361467925954556860e-02,3.566760480306582770e-02,5.003869012497842439e-01,4.931247727216604981e-01,5.060646521044331880e-01,5.144435216982561343e-01,4.934285352689649073e-01,5.048327518715691742e-01,9.943245468869718051e-01,4.981249296092165046e-01,4.986917815471769155e-01
3.148729289383439545e-02,2.400081262317054626e-02,5.674275583660695621e-02,4.825274325170330614e-01,5.042365020433260403e-01,4.953163930600389397e-01,5.212813976676302641e-01,5.044040543280321476e-01,4.945226439685354025e-01,9.787943430835638337e-01,4.877057935155514334e-01,5.092667068655598595e-01
3.261546540597425742e-02,2.600747909547423964e-02,7.358380500393872647e-02,4.761913726970580796e-01,5.117566682635585895e-01,4.877536708424117240e-01,5.290862725292648783e-01,5.119401683820842264e-01,4.869132837686167559e-01,9.836032756931157861e-01,4.807662870979235170e-01,5.164484088114642546e-01
3.304702796317806474e-02,2.553476349191657196e-02,5.866447379103095772e-02,4.897708669941214232e-01,5.040570450753951715e-01,4.951410165575314548e-01,5.250133911279459831e-01,5.043575709846571664e-01,4.939251656897997722e-01,9.946498218166025529e-01,4.873670845813106167e-01,5.095154984192076242e-01
3.262721814150611882e-02,2.449260960619154687e-02,4.668144399935297145e-02,4.937275106465822683e-01,4.983887667062166793e-01,5.008824702404829354e-01,5.186779753668969706e-01,4.986618702117003865e-01,4.997506519013704684e-01,9.948066320237574089e-01,4.938924870938776746e-01,5.033039105211506437e-01
3.262719305744415932e-02,2.405966794972768177e-02,3.886647478490511814e-02,4.980477723833244830e-01,4.944967872078274151e-01,5.047442373256744164e-01,5.152138261755312421e-01,4.947812127965535156e-01,5.035744302193647659e-01,9.936855798057681044e-01,4.971952763248528862e-01,4.997789494171501756e-01
3.155352425352141166e-02,2.444486651263677243e-02,6.396875092644145611e-02,4.801257482293256884e-01,5.078052955710185001e-01,4.916970396480246919e-01,5.253196448246213457e-01,5.079917951412417088e-01,4.908450452374225059e-01,9.781552114791863817e-01,4.834279402240219126e-01,5.132817506905599236e-01
